rank,Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +,ratio_200_plus,ratio_50_plus,failed_criteria
429,6YEyMa5REF3BTFmTH9HLKsGFtFxEVcCzpAupPD2SGMcF,33.87%,"$1,084.32","$1,084.32",34.29%,?,[],2.57,https://gmgn.ai/sol/address/6YEyMa5REF3BTFmTH9HLKsGFtFxEVcCzpAupPD2SGMcF,206,73.0,53.0,25.0,28.0,7.0,0.0,4.0,0.05339805825242718,0.18932038834951456,[]
430,dVs7zZksjFuq73xbtUC62brFXYYuxCuPSG4wZeGiHck,16.01%,"$32,825.89","$144,458.77",51.13%,?,"['pump_smart', 'photon']",483.23,https://gmgn.ai/sol/address/dVs7zZksjFuq73xbtUC62brFXYYuxCuPSG4wZeGiHck,525,0.0,0.0,5.0,17.0,19.0,1.0,8.0,0.05333333333333334,0.08571428571428572,[]
431,3qxLVDB8qXHcFuYX4guPR4Uq8twxMqCK65LQjk5zCyPN,32.08%,"$1,587.64","$2,707.53",32.97%,?,[],4.78,https://gmgn.ai/sol/address/3qxLVDB8qXHcFuYX4guPR4Uq8twxMqCK65LQjk5zCyPN,169,0.0,7.0,20.0,14.0,6.0,0.0,3.0,0.05325443786982249,0.13609467455621302,[]
432,6U5vLRyRcatpLWPsYUwFfAhcaTibZeAs8WWz3G3p9jdR,109.68%,"$11,551.53","$14,193.12",84.62%,?,['bullx'],33.66,https://gmgn.ai/sol/address/6U5vLRyRcatpLWPsYUwFfAhcaTibZeAs8WWz3G3p9jdR,207,3.0,12.0,36.0,22.0,7.0,1.0,3.0,0.05314009661835749,0.15942028985507245,[]
433,G7skx68kMiAJ1YM1Gzq2pSKZNZuFXqgaDWvHLx5GcX7t,11.19%,"$8,927.67","$27,146.28",36.21%,?,['gmgn'],68.12,https://gmgn.ai/sol/address/G7skx68kMiAJ1YM1Gzq2pSKZNZuFXqgaDWvHLx5GcX7t,414,0.0,0.0,6.0,22.0,19.0,1.0,2.0,0.05314009661835749,0.10628019323671498,[]
434,ENLzEAfmZb12Z1CnFpJJu6WC9CU7TFMZSjKuGHQy5XMy,715.86%,"$236,434.40","$329,622.54",95.77%,?,[],26.99,https://gmgn.ai/sol/address/ENLzEAfmZb12Z1CnFpJJu6WC9CU7TFMZSjKuGHQy5XMy,945,0.0,0.0,0.0,0.0,3.0,1.0,46.0,0.05291005291005291,0.05291005291005291,[]
435,V6JnXBPewMeahbkxgpjHtDHBBEH9pmLMMQ1QCRtRUJn,31.15%,"$15,033.53","$20,067.05",47.87%,?,['photon'],35.87,https://gmgn.ai/sol/address/V6JnXBPewMeahbkxgpjHtDHBBEH9pmLMMQ1QCRtRUJn,171,27.0,56.0,47.0,25.0,9.0,0.0,0.0,0.05263157894736842,0.19883040935672514,[]
436,8qGSNPgQffhg66NC63EoeBugoLtRToDSM3KDbdQHTbYQ,88.14%,"$11,655.55","$12,914.35",78.18%,?,['bullx'],26.57,https://gmgn.ai/sol/address/8qGSNPgQffhg66NC63EoeBugoLtRToDSM3KDbdQHTbYQ,228,4.0,15.0,33.0,24.0,9.0,0.0,3.0,0.05263157894736842,0.15789473684210525,[]
437,4YaYugZVh73eqNmzfAaAJC257P7TZiB1Hyt4Db3ZCeak,16.63%,"$39,660.38","$40,125.87",40.26%,?,['photon'],20.94,https://gmgn.ai/sol/address/4YaYugZVh73eqNmzfAaAJC257P7TZiB1Hyt4Db3ZCeak,362,33.0,133.0,93.0,16.0,9.0,2.0,8.0,0.052486187845303865,0.09668508287292818,[]
438,3KX8gbx68xBcfx4kCjhgHCRRMGaJ2xsWbjfajkvgxTPM,19.05%,"$15,465.21","$56,157.99",44.90%,?,['photon'],198.58,https://gmgn.ai/sol/address/3KX8gbx68xBcfx4kCjhgHCRRMGaJ2xsWbjfajkvgxTPM,325,68.0,96.0,67.0,29.0,12.0,2.0,3.0,0.052307692307692305,0.14153846153846153,[]
439,ErCb3kHco8zrrk61pgcm6HimskijHWd3nwqvZpPPFbbK,96.60%,"$10,496.85","$13,374.78",77.19%,?,['bullx'],24.49,https://gmgn.ai/sol/address/ErCb3kHco8zrrk61pgcm6HimskijHWd3nwqvZpPPFbbK,230,2.0,14.0,37.0,26.0,10.0,1.0,1.0,0.05217391304347826,0.16521739130434782,[]
440,9jLeCXGNkhEKmkz1nRodP99GdJm8WtgqjKt4GaWfAjP7,23.10%,"$35,536.27","$36,853.32",37.29%,?,['photon'],21.23,https://gmgn.ai/sol/address/9jLeCXGNkhEKmkz1nRodP99GdJm8WtgqjKt4GaWfAjP7,115,22.0,74.0,47.0,12.0,3.0,1.0,2.0,0.05217391304347826,0.1565217391304348,[]
441,8Gr9XREwkhPzmfcoePCxX6dpUmNsUqsLNFCVFE7GpAGM,52.53%,"$14,737.11","$11,161.28",66.67%,?,['photon'],1189.86,https://gmgn.ai/sol/address/8Gr9XREwkhPzmfcoePCxX6dpUmNsUqsLNFCVFE7GpAGM,250,70.0,66.0,34.0,16.0,5.0,1.0,7.0,0.052,0.116,[]
442,DH5picTwbyk6CrRxVBn4tYwRY2axzEkma1ywtZiuBkrF,13.51%,"$16,166.10","$181,046.84",34.74%,?,['photon'],36.63,https://gmgn.ai/sol/address/DH5picTwbyk6CrRxVBn4tYwRY2axzEkma1ywtZiuBkrF,481,0.0,0.0,5.0,20.0,19.0,0.0,6.0,0.05197505197505198,0.09355509355509356,[]
443,AHCmmqFfg65NtdGVUkqPugyDgprNoo1cK7dvd7vNjsoF,14.49%,"$18,074.75","$52,343.52",34.80%,?,['photon'],2.03,https://gmgn.ai/sol/address/AHCmmqFfg65NtdGVUkqPugyDgprNoo1cK7dvd7vNjsoF,635,0.0,0.0,0.0,17.0,26.0,2.0,5.0,0.05196850393700787,0.07874015748031496,[]
444,5CY3gycFuNvHfL2Pr1KeBiQTTtfqUEu8GF5t9uLfH6eH,80.89%,"$35,207.48","$29,195.60",31.91%,?,['bullx'],228.18,https://gmgn.ai/sol/address/5CY3gycFuNvHfL2Pr1KeBiQTTtfqUEu8GF5t9uLfH6eH,251,74.0,51.0,29.0,26.0,8.0,3.0,2.0,0.05179282868525897,0.1553784860557769,[]
445,7B7HfDWaGNfmTcwMP2WktVGw8kbt8Ng6ZUvPvSFoRqcc,5.91%,"$6,058.34","$4,143.33",33.61%,?,['gmgn'],0.04,https://gmgn.ai/sol/address/7B7HfDWaGNfmTcwMP2WktVGw8kbt8Ng6ZUvPvSFoRqcc,387,149.0,52.0,39.0,40.0,12.0,1.0,7.0,0.05167958656330749,0.15503875968992248,[]
446,Hk2xajvNqfyZMymirQWSUQps1xQ4WP45Yhrx7nhpWf1G,11.84%,"$35,761.41","$68,682.95",40.23%,?,"['trojan', 'bluechip_owner']",387.77,https://gmgn.ai/sol/address/Hk2xajvNqfyZMymirQWSUQps1xQ4WP45Yhrx7nhpWf1G,213,125.0,76.0,55.0,32.0,6.0,2.0,3.0,0.051643192488262914,0.20187793427230047,[]
447,2hTsgumBuXRb2Fb6wPVFAXS27G15cNUfaT8TPEybhpDB,34.63%,"$29,959.49","$42,876.47",73.95%,?,[],3.11,https://gmgn.ai/sol/address/2hTsgumBuXRb2Fb6wPVFAXS27G15cNUfaT8TPEybhpDB,291,5.0,85.0,144.0,51.0,14.0,0.0,1.0,0.05154639175257732,0.2268041237113402,[]
448,2YNLU7djpquzGwFHY2gaX6VKqtTBpqiKPUiexRMqaicN,18.84%,"$69,808.01","$195,997.13",59.16%,?,"['kol', 'gmgn']",390.71,https://gmgn.ai/sol/address/2YNLU7djpquzGwFHY2gaX6VKqtTBpqiKPUiexRMqaicN,194,0.0,0.0,7.0,33.0,8.0,0.0,2.0,0.05154639175257732,0.22164948453608246,[]
449,85TpmdPQD5pAvGNyFoBaZ99mru5tvabRCu6kj21sfJU8,116.81%,"$11,735.39","$14,221.10",74.51%,?,['bullx'],34.59,https://gmgn.ai/sol/address/85TpmdPQD5pAvGNyFoBaZ99mru5tvabRCu6kj21sfJU8,214,3.0,15.0,32.0,24.0,7.0,1.0,3.0,0.0514018691588785,0.16355140186915887,[]
450,7ceTQ77fLt5qwvPuqgxAsekyDZw8KqLwDPnjgoWtHjQa,0.98%,"$3,572.21","$1,338.96",42.25%,?,"['trojan', 'gmgn']",1.66,https://gmgn.ai/sol/address/7ceTQ77fLt5qwvPuqgxAsekyDZw8KqLwDPnjgoWtHjQa,234,0.0,0.0,15.0,23.0,11.0,0.0,1.0,0.05128205128205128,0.14957264957264957,[]
451,E9cnYgPfwbDmd5qXs4r3h3g9gWERRrz2cgJ9AbPoiucR,29.73%,"$44,698.36","$165,885.96",53.12%,?,"['photon', 'trojan']",263.53,https://gmgn.ai/sol/address/E9cnYgPfwbDmd5qXs4r3h3g9gWERRrz2cgJ9AbPoiucR,234,37.0,113.0,104.0,34.0,7.0,0.0,5.0,0.05128205128205128,0.19658119658119658,[]
452,HCQb4Qrtk4qCfChDH8XvM5onymmCSmRj9bddV6QCPdRe,48.39%,"$49,874.85","$165,868.11",90.91%,?,['sandwich_bot'],7.46,https://gmgn.ai/sol/address/HCQb4Qrtk4qCfChDH8XvM5onymmCSmRj9bddV6QCPdRe,98,0.0,0.0,33.0,12.0,4.0,0.0,1.0,0.05102040816326531,0.17346938775510204,[]
453,QvPPwsV6ri3ydYLQRhnjWQt6US3qVEUhKss9J45uPFL,43.54%,"$54,583.25","$354,740.06",69.86%,?,['photon'],446.54,https://gmgn.ai/sol/address/QvPPwsV6ri3ydYLQRhnjWQt6US3qVEUhKss9J45uPFL,294,37.0,97.0,85.0,64.0,9.0,1.0,5.0,0.05102040816326531,0.2687074829931973,[]
454,3tcyKtVPKeVeVzfKSWopwoN9KQTLM7vhFc6tbjtnXGNf,94.14%,"$23,491.08","$23,491.08",88.68%,?,['bullx'],84.43,https://gmgn.ai/sol/address/3tcyKtVPKeVeVzfKSWopwoN9KQTLM7vhFc6tbjtnXGNf,236,1.0,12.0,37.0,23.0,8.0,1.0,3.0,0.05084745762711865,0.1483050847457627,[]
455,9AgRdvmNSgtyiKf6dYsBCPJDEXG6pNWKXswZabndYf7v,29.14%,"$98,895.53","$329,449.82",50.50%,?,['photon'],274.24,https://gmgn.ai/sol/address/9AgRdvmNSgtyiKf6dYsBCPJDEXG6pNWKXswZabndYf7v,295,27.0,141.0,85.0,32.0,9.0,1.0,5.0,0.05084745762711865,0.15932203389830507,[]
456,Fc3e9MHoKypA9TwAh2LtTw9nBJZeR6GTtD896LMtjE5W,25.38%,"$8,534.85","$28,781.49",40.48%,?,['bullx'],10.88,https://gmgn.ai/sol/address/Fc3e9MHoKypA9TwAh2LtTw9nBJZeR6GTtD896LMtjE5W,256,0.0,0.0,17.0,20.0,7.0,2.0,4.0,0.05078125,0.12890625,[]
457,AbLGE8xvQtv3UxndZVxdD8Afgi8xZcxAyDyPAmJT7MPk,39.39%,"$25,832.34","$25,832.34",100.00%,?,['photon'],3.46,https://gmgn.ai/sol/address/AbLGE8xvQtv3UxndZVxdD8Afgi8xZcxAyDyPAmJT7MPk,257,0.0,0.0,1.0,0.0,2.0,0.0,11.0,0.05058365758754864,0.05058365758754864,[]
458,2egyyfk5Zbit7vnJC28MqKaGSBWLxxdcZj9Wxmi8fuvj,66.84%,"$189,505.68","$353,262.34",63.89%,?,['trojan'],74.72,https://gmgn.ai/sol/address/2egyyfk5Zbit7vnJC28MqKaGSBWLxxdcZj9Wxmi8fuvj,278,5.0,40.0,82.0,23.0,7.0,4.0,3.0,0.050359712230215826,0.13309352517985612,[]
459,HeyuPHSZNTqHVFRDzjgrVh3Ux8G6JhiNDhXx6HeaUA15,82.69%,"$83,698.02","$83,698.02",57.14%,?,['photon'],123.09,https://gmgn.ai/sol/address/HeyuPHSZNTqHVFRDzjgrVh3Ux8G6JhiNDhXx6HeaUA15,139,20.0,46.0,34.0,11.0,4.0,1.0,2.0,0.050359712230215826,0.12949640287769784,[]
460,BQ39hZo1eZsnaxGSUdk7MFnJoVsJd1ifCNEUqzY2aSjs,29.08%,"$36,610.85","$69,057.76",51.92%,?,"['trojan', 'bluechip_owner']",97.24,https://gmgn.ai/sol/address/BQ39hZo1eZsnaxGSUdk7MFnJoVsJd1ifCNEUqzY2aSjs,299,112.0,78.0,61.0,34.0,8.0,2.0,5.0,0.05016722408026756,0.16387959866220736,[]
461,BTCFpZvtExAMndZvxLxLaKfxT8GVGQyANq4pU4qL4CZr,23.43%,"$201,080.31","$649,353.56",44.00%,?,['photon'],292.99,https://gmgn.ai/sol/address/BTCFpZvtExAMndZvxLxLaKfxT8GVGQyANq4pU4qL4CZr,559,0.0,0.0,3.0,18.0,11.0,4.0,13.0,0.05008944543828265,0.08228980322003578,[]
462,6HCBLLezQUkoGWhTKbLkRn4cyVnj2XjiGURtasRaHz4k,60.70%,"$3,318.22","$3,418.29",50.00%,?,['gmgn'],0.2,https://gmgn.ai/sol/address/6HCBLLezQUkoGWhTKbLkRn4cyVnj2XjiGURtasRaHz4k,140,12.0,27.0,11.0,11.0,4.0,1.0,2.0,0.05,0.12857142857142856,[]
463,2oym7Vs21WJqYrYt4TcEH6dSZJ7asJvhgq3rcZzkdUS6,39.28%,"$12,476.54","$12,476.54",40.43%,?,['photon'],3.01,https://gmgn.ai/sol/address/2oym7Vs21WJqYrYt4TcEH6dSZJ7asJvhgq3rcZzkdUS6,100,6.0,34.0,16.0,12.0,4.0,1.0,0.0,0.05,0.17,[]
464,7piDu2UZerhaTSEq5JQHe2UQDtG17w62zFFeyFdLudUL,14.86%,"$4,916.93","$6,344.69",41.14%,?,['photon'],2.3,https://gmgn.ai/sol/address/7piDu2UZerhaTSEq5JQHe2UQDtG17w62zFFeyFdLudUL,240,70.0,82.0,90.0,46.0,7.0,2.0,3.0,0.05,0.24166666666666667,[]
465,6evDeervUQ3yHgR921o2DES944p1vRF5y9AqbcJJovJv,59.37%,"$73,233.33","$87,117.37",41.67%,?,['trojan'],459.22,https://gmgn.ai/sol/address/6evDeervUQ3yHgR921o2DES944p1vRF5y9AqbcJJovJv,200,45.0,130.0,83.0,30.0,5.0,1.0,4.0,0.05,0.2,[]
466,rHsJmqanhi1qxQXcESeYjq7CjUuCXXNS6xsXtrFo9Xv,29.96%,"$3,449.68","$4,733.90",36.54%,?,['gmgn'],14.3,https://gmgn.ai/sol/address/rHsJmqanhi1qxQXcESeYjq7CjUuCXXNS6xsXtrFo9Xv,120,2.0,19.0,10.0,13.0,5.0,0.0,1.0,0.05,0.15833333333333333,[]
467,2u49rP9AWiUB9QXeoYYGLnuJaeuJTt4krebXMZs36dei,1.90%,"$5,307.76","$6,980.48",32.31%,?,['trojan'],4.88,https://gmgn.ai/sol/address/2u49rP9AWiUB9QXeoYYGLnuJaeuJTt4krebXMZs36dei,180,37.0,87.0,35.0,11.0,4.0,0.0,5.0,0.05,0.1111111111111111,[]
468,9yYya3F5EJoLnBNKW6z4bZvyQytMXzDcpU5D6yYr4jqL,17.39%,"$122,478.23","$317,938.30",38.46%,?,['photon'],1073.05,https://gmgn.ai/sol/address/9yYya3F5EJoLnBNKW6z4bZvyQytMXzDcpU5D6yYr4jqL,441,0.0,0.0,3.0,25.0,16.0,2.0,4.0,0.049886621315192746,0.10657596371882086,[]
469,EuC9bwq7AhtvgqhzFG5TtB2q8PYmgWbQ7Eei7FaC4oG3,9.06%,"$21,884.64","$63,692.45",37.37%,?,['photon'],121.65,https://gmgn.ai/sol/address/EuC9bwq7AhtvgqhzFG5TtB2q8PYmgWbQ7Eei7FaC4oG3,422,0.0,0.0,5.0,23.0,14.0,1.0,6.0,0.04976303317535545,0.10426540284360189,[]
470,4kcnngr5f4jqN5Z3Lbxq7dY1DZNhakxrh4ZJDgngyup1,122.99%,"$132,791.02","$133,083.21",79.69%,?,['trojan'],97.15,https://gmgn.ai/sol/address/4kcnngr5f4jqN5Z3Lbxq7dY1DZNhakxrh4ZJDgngyup1,141,0.0,0.0,39.0,4.0,3.0,0.0,4.0,0.04964539007092199,0.07801418439716312,[]
471,7oDTuTbjf74iy1r5XvTYdn6Ujo9tLbjNAxsrZcjuhZDZ,200.84%,"$41,172.52","$45,931.59",61.36%,?,[],54.3,https://gmgn.ai/sol/address/7oDTuTbjf74iy1r5XvTYdn6Ujo9tLbjNAxsrZcjuhZDZ,262,12.0,48.0,35.0,19.0,7.0,0.0,6.0,0.04961832061068702,0.12213740458015267,[]
472,GBaJ28D7rBrxstcTRkgg8AZeZvLKWe2VhjcL4GAiBrjQ,92.89%,"$4,791.75","$4,347.20",41.30%,?,[],15.82,https://gmgn.ai/sol/address/GBaJ28D7rBrxstcTRkgg8AZeZvLKWe2VhjcL4GAiBrjQ,121,36.0,24.0,21.0,12.0,2.0,2.0,2.0,0.049586776859504134,0.1487603305785124,[]
473,3f3FfFKdaYCNXAMrieW8NXHapQssT5LhrzQCvsztbczU,15.50%,"$50,981.74","$155,757.34",44.44%,?,['trojan'],345.03,https://gmgn.ai/sol/address/3f3FfFKdaYCNXAMrieW8NXHapQssT5LhrzQCvsztbczU,101,0.0,0.0,27.0,18.0,3.0,1.0,1.0,0.04950495049504951,0.22772277227722773,[]
474,5iTiEx8oz3RDRqVKTfvyXGXhzn4XBZKmSGnM7W2jWem9,10.45%,"$12,342.71","$17,483.10",36.99%,?,['trojan'],36.6,https://gmgn.ai/sol/address/5iTiEx8oz3RDRqVKTfvyXGXhzn4XBZKmSGnM7W2jWem9,485,0.0,0.0,6.0,20.0,15.0,4.0,5.0,0.049484536082474224,0.09072164948453608,[]
475,CHAqZM8LfXgEjXDxJqZ2M6FL6nMkVSbLgtPa2YtyGtM3,20.79%,"$8,746.70","$40,387.11",47.54%,?,['trojan'],7.73,https://gmgn.ai/sol/address/CHAqZM8LfXgEjXDxJqZ2M6FL6nMkVSbLgtPa2YtyGtM3,203,48.0,127.0,82.0,33.0,7.0,1.0,2.0,0.04926108374384237,0.21182266009852216,[]
476,27Y7B882ZjVGHEGWoujwNrkVBvn4PnHakB25wHjt7yPL,32.46%,"$79,420.98","$221,100.35",55.35%,?,['photon'],8.29,https://gmgn.ai/sol/address/27Y7B882ZjVGHEGWoujwNrkVBvn4PnHakB25wHjt7yPL,325,4.0,136.0,113.0,30.0,9.0,1.0,6.0,0.04923076923076923,0.14153846153846153,[]
477,8xpCD5ENKHmZFtbwaFGSPtCRfn8pswZMsSf1VJhzL3BL,15.93%,"$8,085.92","$11,669.50",40.79%,?,['trojan'],8.14,https://gmgn.ai/sol/address/8xpCD5ENKHmZFtbwaFGSPtCRfn8pswZMsSf1VJhzL3BL,122,0.0,0.0,28.0,16.0,5.0,0.0,1.0,0.04918032786885246,0.18032786885245902,[]
478,79bzNLiaz4V1CFsML3ZeN9GpuL9aKZAAY74ktracNx6C,140.92%,"$11,301.12","$10,504.68",59.26%,?,['trojan'],23.45,https://gmgn.ai/sol/address/79bzNLiaz4V1CFsML3ZeN9GpuL9aKZAAY74ktracNx6C,183,11.0,63.0,45.0,20.0,7.0,0.0,2.0,0.04918032786885246,0.15846994535519127,[]
479,TJUSphx3CwhnP8A6qjUYJqitbfHBssozQkaJ14WBLv1,80.70%,"$22,349.90","$22,349.90",46.48%,?,[],19.47,https://gmgn.ai/sol/address/TJUSphx3CwhnP8A6qjUYJqitbfHBssozQkaJ14WBLv1,102,8.0,34.0,22.0,10.0,2.0,1.0,2.0,0.049019607843137254,0.14705882352941177,[]
480,E6smnz8Aw8WcwSUkY79skX9byD4gRoAyTqoVUwW5q8v1,16.69%,"$4,913.31","$4,912.01",44.00%,?,['trojan'],1.64,https://gmgn.ai/sol/address/E6smnz8Aw8WcwSUkY79skX9byD4gRoAyTqoVUwW5q8v1,267,52.0,69.0,50.0,35.0,9.0,2.0,2.0,0.04868913857677903,0.1797752808988764,[]
481,CmAHMiE6dKFkxvtsRF4dAWQyKQr6efeoXG9k2SLYg9oL,22.53%,"$12,110.44","$12,979.08",44.16%,?,[],56.65,https://gmgn.ai/sol/address/CmAHMiE6dKFkxvtsRF4dAWQyKQr6efeoXG9k2SLYg9oL,185,0.0,0.0,27.0,14.0,5.0,1.0,3.0,0.04864864864864865,0.12432432432432433,[]
482,C7RwWaocEuTrCyJvpfVSkzEBrz5wcTYE3FkWphSydo8V,43.26%,"$24,732.48","$25,225.25",31.75%,?,['trojan'],41.05,https://gmgn.ai/sol/address/C7RwWaocEuTrCyJvpfVSkzEBrz5wcTYE3FkWphSydo8V,206,0.0,8.0,18.0,14.0,6.0,0.0,4.0,0.04854368932038835,0.11650485436893204,[]
483,R7WV1jwb79vguwBuLZLkNT3TYfbvb5SQuVBW1Muy2ay,38.34%,"$1,815.53","$1,815.53",46.75%,?,['bullx'],6.24,https://gmgn.ai/sol/address/R7WV1jwb79vguwBuLZLkNT3TYfbvb5SQuVBW1Muy2ay,103,3.0,47.0,21.0,14.0,3.0,0.0,2.0,0.04854368932038835,0.18446601941747573,[]
484,73f1cxg7cMM52fdLjKXcadKhi7GWV6MSZkWrdq7w7bNM,24.35%,"$87,091.22","$233,014.68",50.00%,?,"['photon', 'trojan']",421.75,https://gmgn.ai/sol/address/73f1cxg7cMM52fdLjKXcadKhi7GWV6MSZkWrdq7w7bNM,351,20.0,125.0,115.0,23.0,12.0,1.0,4.0,0.04843304843304843,0.11396011396011396,[]
485,65ba3MNkbDS1DMyaS8dofX32gfTZHqGCyKhwJBMjWdg1,36.24%,"$134,197.86","$103,282.21",38.11%,?,['bullx'],688.91,https://gmgn.ai/sol/address/65ba3MNkbDS1DMyaS8dofX32gfTZHqGCyKhwJBMjWdg1,394,0.0,0.0,3.0,28.0,15.0,1.0,3.0,0.048223350253807105,0.11928934010152284,[]
486,3jfN2X4hqHKQpq2cuv2Kr4s3gu4UXWJZ4kVfta9c58s1,10.66%,"$24,620.91","$55,651.53",34.92%,?,['bullx'],129.5,https://gmgn.ai/sol/address/3jfN2X4hqHKQpq2cuv2Kr4s3gu4UXWJZ4kVfta9c58s1,166,0.0,10.0,20.0,12.0,3.0,2.0,3.0,0.04819277108433735,0.12048192771084337,[]
487,BNdqTuYjao1FAX46NzqRmqb72YqxLKadWQN9vxC2Ccfp,75.71%,"$16,819.64","$16,819.64",31.36%,?,"['bullx', 'gmgn']",81.92,https://gmgn.ai/sol/address/BNdqTuYjao1FAX46NzqRmqb72YqxLKadWQN9vxC2Ccfp,291,65.0,133.0,52.0,26.0,10.0,0.0,4.0,0.048109965635738834,0.13745704467353953,[]
488,4THyvXrpr2z4Y8nnqJ413zC9Y8ahUVXUgK9VH9cVBDYa,14.09%,"$52,212.06","$78,512.40",42.22%,?,['bullx'],161.47,https://gmgn.ai/sol/address/4THyvXrpr2z4Y8nnqJ413zC9Y8ahUVXUgK9VH9cVBDYa,208,38.0,133.0,81.0,26.0,8.0,0.0,2.0,0.04807692307692308,0.17307692307692307,[]
489,C3DSibDg8GHRrw1obDQnFT8aaYiGaBfZevsciZBQqf3K,1.16%,"$17,566.36","$1,007.33",47.83%,?,[],11.68,https://gmgn.ai/sol/address/C3DSibDg8GHRrw1obDQnFT8aaYiGaBfZevsciZBQqf3K,104,7.0,8.0,14.0,9.0,3.0,0.0,2.0,0.04807692307692308,0.1346153846153846,[]
490,3FPBM1Zp4nswLDpPfbe8yAtu5iUVKNezACk83Dhkygo6,4.70%,"$41,774.32","$51,245.65",41.46%,?,['gmgn'],4.59,https://gmgn.ai/sol/address/3FPBM1Zp4nswLDpPfbe8yAtu5iUVKNezACk83Dhkygo6,229,57.0,139.0,66.0,27.0,11.0,0.0,0.0,0.048034934497816595,0.16593886462882096,[]
491,AF7RUwbmKxV3UNzzXZPBuQRu5gr31rkwMQM9betc6icX,18.91%,"$83,164.10","$72,334.22",35.38%,?,"['photon', 'trojan']",406.13,https://gmgn.ai/sol/address/AF7RUwbmKxV3UNzzXZPBuQRu5gr31rkwMQM9betc6icX,250,113.0,69.0,71.0,35.0,9.0,1.0,2.0,0.048,0.188,[]
492,9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,15.24%,"$239,445.26","$468,008.99",57.00%,?,['photon'],594.02,https://gmgn.ai/sol/address/9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,250,0.0,0.0,7.0,29.0,8.0,0.0,4.0,0.048,0.164,[]
493,4o96bXhTUgoR3cbfxmcqrVJgh5vMYLkQF4jBXe2x9dpC,34.77%,"$70,584.65","$70,584.65",77.57%,?,['photon'],33.48,https://gmgn.ai/sol/address/4o96bXhTUgoR3cbfxmcqrVJgh5vMYLkQF4jBXe2x9dpC,271,12.0,62.0,90.0,60.0,11.0,2.0,0.0,0.04797047970479705,0.2693726937269373,[]
494,BHaqw9GDQpgggKcfWCzHjzCcbkuNXC5fA7miuiQJD19,8.44%,$785.77,"$11,552.05",45.30%,?,['photon'],19.06,https://gmgn.ai/sol/address/BHaqw9GDQpgggKcfWCzHjzCcbkuNXC5fA7miuiQJD19,147,0.0,0.0,27.0,16.0,6.0,1.0,0.0,0.047619047619047616,0.1564625850340136,[]
495,B3MV1d3tx5fRgmFZhPLdq2mEemPmxGxCJrQGyen4kiNG,6.95%,"$6,950.91","$4,666.93",39.62%,?,['photon'],33.85,https://gmgn.ai/sol/address/B3MV1d3tx5fRgmFZhPLdq2mEemPmxGxCJrQGyen4kiNG,168,19.0,40.0,18.0,5.0,6.0,1.0,1.0,0.047619047619047616,0.07738095238095238,[]
496,7F7hvmbT9hVBb3c3SKDsNhQBjtg9JyjrBWucZYorgYwD,19.09%,"$69,548.68","$118,791.28",45.89%,?,['photon'],358.74,https://gmgn.ai/sol/address/7F7hvmbT9hVBb3c3SKDsNhQBjtg9JyjrBWucZYorgYwD,924,0.0,0.0,0.0,6.0,24.0,6.0,14.0,0.047619047619047616,0.05411255411255411,[]
497,2BMaLMd2GLXZu2b96Mo8cZxyxpiGLie8ChQCUrqG7yFQ,14.38%,"$8,090.37","$41,756.61",36.36%,?,[],23.14,https://gmgn.ai/sol/address/2BMaLMd2GLXZu2b96Mo8cZxyxpiGLie8ChQCUrqG7yFQ,504,0.0,0.0,3.0,23.0,13.0,3.0,8.0,0.047619047619047616,0.09325396825396826,[]
498,HxSi5HuytTZU23i5CAnerKUESEM5qbgk74bayAjo9aLp,62.08%,"$69,443.32","$69,443.32",61.64%,?,['trojan'],18.8,https://gmgn.ai/sol/address/HxSi5HuytTZU23i5CAnerKUESEM5qbgk74bayAjo9aLp,294,0.0,135.0,118.0,27.0,7.0,0.0,7.0,0.047619047619047616,0.13945578231292516,[]
499,2ezv4U5HmPpkt2xLsKnw1FyyGmjFBeW7c166p99Hw2xB,26.27%,"$129,457.85","$385,897.51",61.00%,?,[],62.38,https://gmgn.ai/sol/address/2ezv4U5HmPpkt2xLsKnw1FyyGmjFBeW7c166p99Hw2xB,716,0.0,0.0,0.0,16.0,33.0,0.0,1.0,0.04748603351955307,0.06983240223463687,[]
500,ALvpg3kSoV634iV3JeraourM9prRjAjyw2T9RfXKiMon,15.69%,"$3,751.01","$10,988.78",35.68%,?,"['photon', 'trojan']",2.34,https://gmgn.ai/sol/address/ALvpg3kSoV634iV3JeraourM9prRjAjyw2T9RfXKiMon,274,0.0,0.0,9.0,28.0,12.0,0.0,1.0,0.04744525547445255,0.14963503649635038,[]
501,37mYULLB3tkX1S3pW9LFWWrzC9Zw848zr48gancVJH6Z,15.50%,"$17,933.77","$22,804.05",59.48%,?,['bullx'],16.87,https://gmgn.ai/sol/address/37mYULLB3tkX1S3pW9LFWWrzC9Zw848zr48gancVJH6Z,211,0.0,0.0,17.0,23.0,7.0,2.0,1.0,0.04739336492890995,0.15639810426540285,[]
