rank,Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +,ratio_200_plus,ratio_50_plus,failed_criteria
502,HEdmuuH1vTb9pND3qspVvBeSSC3eKZUeKwBDD8UaNGPe,66.56%,"$18,557.77","$18,557.77",64.58%,?,['bullx'],20.32,https://gmgn.ai/sol/address/HEdmuuH1vTb9pND3qspVvBeSSC3eKZUeKwBDD8UaNGPe,169,8.0,20.0,28.0,5.0,6.0,1.0,1.0,0.047337278106508875,0.07692307692307693,[]
503,3JEZxFFRQNscNAD6cuCHvYNVECQ1Vx37qEWE8DpJPT7r,8.55%,"$2,774.41","$2,351.80",32.63%,?,['photon'],0.88,https://gmgn.ai/sol/address/3JEZxFFRQNscNAD6cuCHvYNVECQ1Vx37qEWE8DpJPT7r,169,8.0,58.0,14.0,11.0,8.0,0.0,0.0,0.047337278106508875,0.11242603550295859,[]
504,FzdW5hBMHoTqHH7WWoYJjThiLFNab2rimPjvn4X2NxHq,58.40%,"$24,931.77","$24,931.77",60.44%,?,[],30.67,https://gmgn.ai/sol/address/FzdW5hBMHoTqHH7WWoYJjThiLFNab2rimPjvn4X2NxHq,276,26.0,40.0,55.0,26.0,10.0,1.0,2.0,0.04710144927536232,0.14130434782608695,[]
505,385NmPu9ETQgqZKT8zRNb786x4B5VPicooWd1Czq5Vby,24.78%,"$65,996.04","$176,444.86",45.98%,?,['photon'],889.92,https://gmgn.ai/sol/address/385NmPu9ETQgqZKT8zRNb786x4B5VPicooWd1Czq5Vby,786,0.0,0.0,0.0,13.0,21.0,4.0,12.0,0.047073791348600506,0.06361323155216285,[]
506,7NXNjbxVAyYoBhN3AXiUYrVHo5FUfE4V7sdMMAYd5i2K,128.48%,"$15,890.27","$15,890.27",76.27%,?,['bullx'],47.28,https://gmgn.ai/sol/address/7NXNjbxVAyYoBhN3AXiUYrVHo5FUfE4V7sdMMAYd5i2K,234,5.0,17.0,34.0,26.0,8.0,0.0,3.0,0.04700854700854701,0.1581196581196581,[]
507,GwPHMANXVesbUDGu8oJ4eBpKQnMGSxXnwSPQBVjdaZi4,12.83%,"$10,638.80","$21,192.05",54.05%,?,"['gmgn', 'pepeboost']",57.15,https://gmgn.ai/sol/address/GwPHMANXVesbUDGu8oJ4eBpKQnMGSxXnwSPQBVjdaZi4,107,0.0,0.0,23.0,22.0,4.0,1.0,0.0,0.04672897196261682,0.2523364485981308,[]
508,GSBVPCkx1AtuBC6Q3hmWnoP6fFp8Hx1uBsnr2N6UkpSj,44.48%,"$8,687.91","$8,687.91",52.31%,?,['bullx'],30.55,https://gmgn.ai/sol/address/GSBVPCkx1AtuBC6Q3hmWnoP6fFp8Hx1uBsnr2N6UkpSj,129,13.0,34.0,24.0,11.0,6.0,0.0,0.0,0.046511627906976744,0.13178294573643412,[]
509,DwgB9dG2XeiZftUTSGdLS3ZWSZjxdV4UzMFJayBcsWd3,20.99%,"$8,276.88","$7,952.12",42.53%,?,[],0.17,https://gmgn.ai/sol/address/DwgB9dG2XeiZftUTSGdLS3ZWSZjxdV4UzMFJayBcsWd3,172,0.0,0.0,21.0,21.0,5.0,0.0,3.0,0.046511627906976744,0.1686046511627907,[]
510,CepdRgr17Fh8c17pGHujPpagX83Xbwjz532kMaVgV3MH,30.04%,"$15,231.07","$21,360.10",35.14%,?,[],0.02,https://gmgn.ai/sol/address/CepdRgr17Fh8c17pGHujPpagX83Xbwjz532kMaVgV3MH,366,71.0,89.0,35.0,24.0,10.0,1.0,6.0,0.04644808743169399,0.11202185792349727,[]
511,7U2wkNrXNUKRddPBDwZkBLgWPsWHxjV6XT2CgRVhm37U,36.50%,"$51,358.23","$382,979.38",41.38%,?,[],339.49,https://gmgn.ai/sol/address/7U2wkNrXNUKRddPBDwZkBLgWPsWHxjV6XT2CgRVhm37U,216,84.0,99.0,76.0,31.0,6.0,0.0,4.0,0.046296296296296294,0.18981481481481483,[]
512,831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs,15.42%,"$10,664.13","$28,008.87",63.22%,?,['bullx'],70.79,https://gmgn.ai/sol/address/831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs,173,0.0,0.0,20.0,22.0,7.0,0.0,1.0,0.046242774566473986,0.17341040462427745,[]
513,6xX7LudE5AqnTUc8dJJfzuarkSc6WMw7qRHgQXUdWauJ,27.74%,"$190,142.88","$840,594.06",57.29%,?,[],59.02,https://gmgn.ai/sol/address/6xX7LudE5AqnTUc8dJJfzuarkSc6WMw7qRHgQXUdWauJ,1060,0.0,0.0,0.0,1.0,18.0,2.0,29.0,0.04622641509433962,0.04716981132075472,[]
514,HVUditU2ZEYCENDxRNUfGNFHApxybfXjMtqWFYJrCvBs,104.68%,"$11,416.46","$11,416.46",81.82%,?,['bullx'],25.66,https://gmgn.ai/sol/address/HVUditU2ZEYCENDxRNUfGNFHApxybfXjMtqWFYJrCvBs,238,2.0,12.0,41.0,21.0,9.0,0.0,2.0,0.046218487394957986,0.13445378151260504,[]
515,92NXboWXCy4bEsa3exQJcWThQLYP8VhZ8gUpAEhdn9R,8.59%,"$32,791.44","$176,051.65",50.83%,?,[],20.85,https://gmgn.ai/sol/address/92NXboWXCy4bEsa3exQJcWThQLYP8VhZ8gUpAEhdn9R,498,38.0,112.0,75.0,51.0,15.0,4.0,4.0,0.04618473895582329,0.14859437751004015,[]
516,DrwHXMZqsPhfqZw8GpqNvTYq9Vgh3ch3u9AqSVBN13yG,26.05%,"$124,765.16","$359,418.00",40.00%,?,['photon'],286.88,https://gmgn.ai/sol/address/DrwHXMZqsPhfqZw8GpqNvTYq9Vgh3ch3u9AqSVBN13yG,130,52.0,57.0,31.0,14.0,3.0,0.0,3.0,0.046153846153846156,0.15384615384615385,[]
517,HCBsfV9btqqF7omJQY1dmPTTSWKVvALFsQuvRb2nsPB3,30.49%,"$12,595.82","$21,639.92",68.97%,?,['trojan'],0.79,https://gmgn.ai/sol/address/HCBsfV9btqqF7omJQY1dmPTTSWKVvALFsQuvRb2nsPB3,130,0.0,0.0,26.0,18.0,4.0,2.0,0.0,0.046153846153846156,0.18461538461538463,[]
518,7JuqDo2GSFcogabkKH44jvUc5G9nhzinzPvYdTovjyb2,38.02%,"$29,289.41","$29,289.41",61.76%,?,[],7.94,https://gmgn.ai/sol/address/7JuqDo2GSFcogabkKH44jvUc5G9nhzinzPvYdTovjyb2,195,6.0,63.0,90.0,21.0,4.0,1.0,4.0,0.046153846153846156,0.15384615384615385,[]
519,34Yap5UEzVc8X1hbptYFyTGGQx8Byf69sFWo5F1KhunN,129.11%,"$13,487.45","$14,706.99",78.57%,?,['bullx'],42.17,https://gmgn.ai/sol/address/34Yap5UEzVc8X1hbptYFyTGGQx8Byf69sFWo5F1KhunN,217,1.0,16.0,41.0,22.0,6.0,1.0,3.0,0.04608294930875576,0.14746543778801843,[]
520,33fuGP24ow9RGcjV11mYs9wNi4Hqo6XXCyym6NMo2zNa,40.54%,"$46,602.74","$65,956.20",64.71%,?,['photon'],9.98,https://gmgn.ai/sol/address/33fuGP24ow9RGcjV11mYs9wNi4Hqo6XXCyym6NMo2zNa,304,6.0,62.0,62.0,42.0,9.0,2.0,3.0,0.046052631578947366,0.18421052631578946,[]
521,3gjmRgaZiu3FoUwux9F8HhqLg2B92jL88j7VyHbxVuKj,22.97%,"$9,986.48","$16,020.05",64.37%,?,[],22.56,https://gmgn.ai/sol/address/3gjmRgaZiu3FoUwux9F8HhqLg2B92jL88j7VyHbxVuKj,152,4.0,11.0,23.0,5.0,6.0,1.0,0.0,0.046052631578947366,0.07894736842105263,[]
522,3hvmJXPFW7ERXvWRDx6v9oKShwsxRsYn8jZoNddiHcaJ,19.53%,"$29,230.49","$70,336.19",34.21%,?,['trojan'],279.06,https://gmgn.ai/sol/address/3hvmJXPFW7ERXvWRDx6v9oKShwsxRsYn8jZoNddiHcaJ,304,71.0,73.0,64.0,30.0,9.0,2.0,3.0,0.046052631578947366,0.14473684210526316,[]
523,yWRQkjtXYkLAuTyRs3ookUt6suBmzZubLjGi3fpGPCd,129.41%,"$55,486.63","$54,381.76",32.20%,?,['photon'],12.43,https://gmgn.ai/sol/address/yWRQkjtXYkLAuTyRs3ookUt6suBmzZubLjGi3fpGPCd,218,18.0,72.0,28.0,10.0,5.0,0.0,5.0,0.045871559633027525,0.09174311926605505,[]
524,U9VnKJqyb7jrYpX3B4FcwAitwHAzs3YwTd9kRKW99Vu,7.60%,"$3,442.37","$34,630.32",57.69%,?,"['bullx', 'trojan', 'pepeboost']",30.9,https://gmgn.ai/sol/address/U9VnKJqyb7jrYpX3B4FcwAitwHAzs3YwTd9kRKW99Vu,131,0.0,0.0,23.0,20.0,3.0,1.0,2.0,0.04580152671755725,0.1984732824427481,[]
525,8k9Tc7CYG6NrrfZbBFtjtRzaUw87Zpf8R12gxfKNXYGB,79.74%,"$54,440.30","$378,694.79",54.84%,?,['bullx'],496.06,https://gmgn.ai/sol/address/8k9Tc7CYG6NrrfZbBFtjtRzaUw87Zpf8R12gxfKNXYGB,154,37.0,67.0,83.0,19.0,4.0,1.0,2.0,0.045454545454545456,0.16883116883116883,[]
526,6LocSbmgZVXjQTpNNyWCeEWoRnVcz7i37pU8nNP8t1R2,40.26%,"$12,094.65","$27,861.62",30.72%,?,[],113.11,https://gmgn.ai/sol/address/6LocSbmgZVXjQTpNNyWCeEWoRnVcz7i37pU8nNP8t1R2,331,90.0,103.0,60.0,32.0,10.0,3.0,2.0,0.045317220543806644,0.1419939577039275,[]
527,HJmSqJiVRb5Bbvsrduc8kaudderTPVbSJG9h6qjMbaW7,102.44%,"$9,740.89","$12,164.87",71.43%,?,['bullx'],23.74,https://gmgn.ai/sol/address/HJmSqJiVRb5Bbvsrduc8kaudderTPVbSJG9h6qjMbaW7,221,3.0,19.0,32.0,24.0,7.0,0.0,3.0,0.04524886877828054,0.15384615384615385,[]
528,8BunhCCgfTroigNyQCZhkgC6zJw2hqrPH9Uapx76qday,46.05%,"$3,880.26","$3,880.26",36.84%,?,['bullx'],12.47,https://gmgn.ai/sol/address/8BunhCCgfTroigNyQCZhkgC6zJw2hqrPH9Uapx76qday,111,14.0,9.0,3.0,5.0,3.0,0.0,2.0,0.04504504504504504,0.09009009009009009,[]
529,HwtPB6ZdmztWjwchsTGuGcC25jaodRnNEZAFGHN8Tyuh,24.34%,"$10,640.96","$15,156.32",31.58%,?,[],45.12,https://gmgn.ai/sol/address/HwtPB6ZdmztWjwchsTGuGcC25jaodRnNEZAFGHN8Tyuh,111,2.0,23.0,12.0,8.0,3.0,0.0,2.0,0.04504504504504504,0.11711711711711711,[]
530,EjUscgKqf5VtGoU6dQ7jBpkoumYAohUVyVeKpCn7HcxY,0.55%,"$12,101.99","$3,985.24",35.42%,?,['bullx'],117.92,https://gmgn.ai/sol/address/EjUscgKqf5VtGoU6dQ7jBpkoumYAohUVyVeKpCn7HcxY,311,82.0,140.0,39.0,25.0,13.0,0.0,1.0,0.04501607717041801,0.12540192926045016,[]
531,9jT9SZFKXPjT64tmugUNw8w4d3pigYc7EYQWL2KuUogB,17.20%,"$46,602.77","$98,460.99",70.15%,?,[],1.87,https://gmgn.ai/sol/address/9jT9SZFKXPjT64tmugUNw8w4d3pigYc7EYQWL2KuUogB,200,11.0,65.0,94.0,28.0,6.0,0.0,3.0,0.045,0.185,[]
532,HYJ4V4Z4nv3UDkSzZ52pY8skkvS2F9oBnjdwjsFua8Nk,10.43%,"$3,562.14","$1,431.37",59.57%,?,['gmgn'],23.93,https://gmgn.ai/sol/address/HYJ4V4Z4nv3UDkSzZ52pY8skkvS2F9oBnjdwjsFua8Nk,223,47.0,70.0,47.0,22.0,7.0,1.0,2.0,0.04484304932735426,0.14349775784753363,[]
533,5yrPeK8RJWxri5fj6Zzvnfv6MLrck7Yp6Y4eiEG62cCu,17.98%,"$29,343.09","$129,035.77",43.24%,?,"['bullx', 'pepeboost']",1048.06,https://gmgn.ai/sol/address/5yrPeK8RJWxri5fj6Zzvnfv6MLrck7Yp6Y4eiEG62cCu,314,66.0,122.0,66.0,32.0,10.0,1.0,3.0,0.044585987261146494,0.1464968152866242,[]
534,Af8Zu4DMx4KTtpwwKTE4yoYo4B5zoRhcBsxGYp5RN4bE,53.76%,"$25,440.63","$283,429.95",50.00%,?,['photon'],164.84,https://gmgn.ai/sol/address/Af8Zu4DMx4KTtpwwKTE4yoYo4B5zoRhcBsxGYp5RN4bE,292,44.0,109.0,83.0,35.0,9.0,1.0,3.0,0.04452054794520548,0.1643835616438356,[]
535,CHc1NDtV3WFe5aAbKw3EicTipu5CmwyEJLuUevLWwWTR,71.16%,"$82,241.34","$82,241.34",41.67%,?,['trojan'],15.83,https://gmgn.ai/sol/address/CHc1NDtV3WFe5aAbKw3EicTipu5CmwyEJLuUevLWwWTR,292,0.0,182.0,77.0,19.0,6.0,0.0,7.0,0.04452054794520548,0.1095890410958904,[]
536,7oEGqcyjQxQmJwST191xvEqhmEt8nhMM8QvUmmciuokr,17.69%,"$5,899.27","$46,080.04",46.03%,?,['trojan'],136.09,https://gmgn.ai/sol/address/7oEGqcyjQxQmJwST191xvEqhmEt8nhMM8QvUmmciuokr,383,0.0,0.0,7.0,26.0,12.0,0.0,5.0,0.044386422976501305,0.1122715404699739,[]
537,3R5fBu9goq7T2xibPeWhKhM5fMk5U2uxV6VwzLH3UceC,44.65%,"$73,344.13","$145,984.36",33.33%,?,[],177.39,https://gmgn.ai/sol/address/3R5fBu9goq7T2xibPeWhKhM5fMk5U2uxV6VwzLH3UceC,271,22.0,99.0,51.0,23.0,8.0,2.0,2.0,0.04428044280442804,0.12915129151291513,[]
538,FTeomDCHCcVWWz6p3WtYfTWFM78ZvXKxutTnGWrEK3sb,15.70%,"$15,723.15","$38,451.20",52.57%,?,['bullx'],288.93,https://gmgn.ai/sol/address/FTeomDCHCcVWWz6p3WtYfTWFM78ZvXKxutTnGWrEK3sb,226,0.0,0.0,6.0,33.0,8.0,2.0,0.0,0.04424778761061947,0.1902654867256637,[]
539,Bwny92VY8NUqCkus21h2WUPtUE9b7i6hhRVKgPCWtqMz,18.19%,"$5,522.47","$5,522.47",40.74%,?,['photon'],19.45,https://gmgn.ai/sol/address/Bwny92VY8NUqCkus21h2WUPtUE9b7i6hhRVKgPCWtqMz,295,25.0,87.0,55.0,12.0,9.0,1.0,3.0,0.04406779661016949,0.0847457627118644,[]
540,H5jTJZwE4NErGjahwhu6SCoeWJCA6zitBSKWqKsjbN3A,9.83%,"$3,485.96","$63,589.52",44.07%,?,[],68.41,https://gmgn.ai/sol/address/H5jTJZwE4NErGjahwhu6SCoeWJCA6zitBSKWqKsjbN3A,159,8.0,111.0,86.0,16.0,4.0,0.0,3.0,0.0440251572327044,0.14465408805031446,[]
541,CBreUS4XwkmqSQw6GzQJwhC8Fq1FBoUcLoqASkdjE5nS,17.21%,"$52,992.34","$188,415.21",35.71%,?,['photon'],5.33,https://gmgn.ai/sol/address/CBreUS4XwkmqSQw6GzQJwhC8Fq1FBoUcLoqASkdjE5nS,297,81.0,69.0,46.0,22.0,9.0,0.0,4.0,0.04377104377104377,0.11784511784511785,[]
542,BUFRTEwkvbsFUQdXxpGQWFiCoziHxnEXMFqgHqTRqF7w,17.34%,"$127,581.32","$241,983.92",47.17%,?,['photon'],253.3,https://gmgn.ai/sol/address/BUFRTEwkvbsFUQdXxpGQWFiCoziHxnEXMFqgHqTRqF7w,343,47.0,113.0,89.0,36.0,13.0,0.0,2.0,0.043731778425655975,0.14868804664723032,[]
543,AXav9WexRQeeuUEKsowb9MKuCHDUBW5LQj3XxzqB4pHg,402.99%,"$3,296.50","$3,296.50",75.47%,?,[],4.56,https://gmgn.ai/sol/address/AXav9WexRQeeuUEKsowb9MKuCHDUBW5LQj3XxzqB4pHg,412,0.0,4.0,2.0,6.0,4.0,1.0,13.0,0.043689320388349516,0.05825242718446602,[]
544,HrNqfkHHBEpnJsDkhY533yheP6uTdHecJTXd4jgkaTBj,14.37%,"$14,332.61","$34,135.06",40.98%,?,['pepeboost'],9.0,https://gmgn.ai/sol/address/HrNqfkHHBEpnJsDkhY533yheP6uTdHecJTXd4jgkaTBj,229,46.0,128.0,76.0,39.0,8.0,2.0,0.0,0.043668122270742356,0.21397379912663755,[]
545,4632BMWY69AkVHxN1XLKVuLrednYiLccuMeoXnQBMA7Z,9.89%,"$27,657.19","$63,923.61",53.14%,?,"['pump_smart', 'smart_degen']",70.17,https://gmgn.ai/sol/address/4632BMWY69AkVHxN1XLKVuLrednYiLccuMeoXnQBMA7Z,299,0.0,0.0,5.0,32.0,10.0,1.0,2.0,0.043478260869565216,0.1505016722408027,[]
546,5ASbY2JQ5mvbsPNDMAFKDLZr4Wzfvd9DsiVrVHumJ6JB,10.31%,"$1,749.69","$9,434.20",53.66%,?,['photon'],4.36,https://gmgn.ai/sol/address/5ASbY2JQ5mvbsPNDMAFKDLZr4Wzfvd9DsiVrVHumJ6JB,161,0.0,0.0,18.0,25.0,5.0,0.0,2.0,0.043478260869565216,0.19875776397515527,[]
547,D4pdxuFLXVrG9bWNR4pcZcMjSBi5NqsUuN9pdFT3VHfe,0.50%,"$10,368.93","$21,941.64",42.28%,?,['photon'],38.16,https://gmgn.ai/sol/address/D4pdxuFLXVrG9bWNR4pcZcMjSBi5NqsUuN9pdFT3VHfe,299,36.0,84.0,56.0,34.0,9.0,1.0,3.0,0.043478260869565216,0.15719063545150502,[]
548,CW6XezzEftYw4aALKo96x6oudqBZ3sfVXrfF23hAezdX,14.60%,"$110,484.35","$102,165.05",49.06%,?,['photon'],377.15,https://gmgn.ai/sol/address/CW6XezzEftYw4aALKo96x6oudqBZ3sfVXrfF23hAezdX,115,0.0,0.0,23.0,22.0,4.0,1.0,0.0,0.043478260869565216,0.23478260869565218,[]
549,4CYLiafNcmfkAfqxk6wefyjw47J1W6u3QdaXDE8brHM3,35.87%,"$26,648.54","$26,648.54",53.12%,?,['bullx'],138.49,https://gmgn.ai/sol/address/4CYLiafNcmfkAfqxk6wefyjw47J1W6u3QdaXDE8brHM3,162,7.0,48.0,34.0,17.0,5.0,1.0,1.0,0.043209876543209874,0.14814814814814814,[]
550,8ExN6wsidErWgrGG2QjYQJcU7oqpRQEjNjpjoHMQPcQX,67.93%,"$20,703.38","$20,554.68",86.46%,?,[],100.15,https://gmgn.ai/sol/address/8ExN6wsidErWgrGG2QjYQJcU7oqpRQEjNjpjoHMQPcQX,116,4.0,11.0,63.0,15.0,4.0,0.0,1.0,0.04310344827586207,0.1724137931034483,[]
551,HGRbMkCrnJMg2c2XQEUE5pmZALQbEXkcqA3QdxdtPWSP,9.87%,"$26,057.72","$67,745.72",40.74%,?,[],9.6,https://gmgn.ai/sol/address/HGRbMkCrnJMg2c2XQEUE5pmZALQbEXkcqA3QdxdtPWSP,116,10.0,23.0,17.0,7.0,5.0,0.0,0.0,0.04310344827586207,0.10344827586206896,[]
552,AiCkGXSgkU8j9hBTu2jFXTHo1qo9AND5sc7oUkfmhKyV,7.52%,"$133,465.42","$282,739.98",31.03%,?,[],345.79,https://gmgn.ai/sol/address/AiCkGXSgkU8j9hBTu2jFXTHo1qo9AND5sc7oUkfmhKyV,256,45.0,137.0,73.0,28.0,8.0,0.0,3.0,0.04296875,0.15234375,[]
553,5WTK1YH9U7x6u7f5mn1LYznjCTCM7sXhdiNwitFHZAtN,8.41%,"$6,158.26","$6,158.26",41.70%,?,['trojan'],9.68,https://gmgn.ai/sol/address/5WTK1YH9U7x6u7f5mn1LYznjCTCM7sXhdiNwitFHZAtN,326,41.0,147.0,63.0,35.0,10.0,0.0,4.0,0.04294478527607362,0.15030674846625766,[]
554,8FMhMqspiDw8T8JmFXHeacCqfYHb2bKDKEeTW2BBRR2D,9.30%,"$14,427.32","$18,316.35",52.38%,?,['photon'],301.12,https://gmgn.ai/sol/address/8FMhMqspiDw8T8JmFXHeacCqfYHb2bKDKEeTW2BBRR2D,140,26.0,53.0,84.0,17.0,6.0,0.0,0.0,0.04285714285714286,0.16428571428571428,[]
555,GBQUVVRLtc2moqhv2akvSdQpeafZxFqZkGSuxPHoqEj3,24.50%,"$9,874.00","$180,728.16",47.92%,?,['photon'],2.72,https://gmgn.ai/sol/address/GBQUVVRLtc2moqhv2akvSdQpeafZxFqZkGSuxPHoqEj3,537,52.0,106.0,82.0,36.0,18.0,0.0,5.0,0.04283054003724395,0.10986964618249534,[]
556,2HWT2KLLdN2wxYTqdSuko5SBzg2SEJASgV4GE2tD7TML,-1.23%,"$56,005.77","$78,385.17",33.33%,?,['trojan'],0.04,https://gmgn.ai/sol/address/2HWT2KLLdN2wxYTqdSuko5SBzg2SEJASgV4GE2tD7TML,257,32.0,136.0,82.0,38.0,10.0,0.0,1.0,0.042801556420233464,0.19066147859922178,[]
557,AvzzD7SnRHb8Kv8dRk1JFYdWVcNtYhTybk2KbDWKB5ki,24.84%,"$62,652.44","$279,621.92",65.77%,?,[],136.27,https://gmgn.ai/sol/address/AvzzD7SnRHb8Kv8dRk1JFYdWVcNtYhTybk2KbDWKB5ki,164,0.0,0.0,15.0,28.0,7.0,0.0,0.0,0.042682926829268296,0.21341463414634146,[]
558,3oeznQxfe5Y1mP1EYVqDn99gzHrGY2L4ji3r65b1VoJ7,43.17%,"$3,642.84","$23,840.63",42.53%,?,['photon'],3.33,https://gmgn.ai/sol/address/3oeznQxfe5Y1mP1EYVqDn99gzHrGY2L4ji3r65b1VoJ7,258,57.0,110.0,76.0,46.0,9.0,1.0,1.0,0.04263565891472868,0.22093023255813954,[]
559,9F8qVLpzyEhqMxCBLeV23mzNK5okCSm7bJcCUdKaef9m,36.88%,"$2,032.48","$2,032.48",66.67%,?,['trojan'],4.6,https://gmgn.ai/sol/address/9F8qVLpzyEhqMxCBLeV23mzNK5okCSm7bJcCUdKaef9m,235,7.0,20.0,33.0,13.0,6.0,1.0,3.0,0.0425531914893617,0.09787234042553192,[]
560,59gYCXQDPET2vqM2gbmnGaBheLPjid2jLRETNARf6PAM,19.71%,"$16,401.81","$39,424.96",38.85%,?,['trojan'],96.87,https://gmgn.ai/sol/address/59gYCXQDPET2vqM2gbmnGaBheLPjid2jLRETNARf6PAM,307,22.0,150.0,78.0,37.0,13.0,0.0,0.0,0.04234527687296417,0.16286644951140064,[]
561,4wJByuaG8q86XJj84Zhx4thszkYcousXP76pmEYK8tTX,5.27%,"$16,028.96","$21,124.86",34.41%,?,['photon'],9.61,https://gmgn.ai/sol/address/4wJByuaG8q86XJj84Zhx4thszkYcousXP76pmEYK8tTX,237,48.0,125.0,83.0,34.0,8.0,0.0,2.0,0.04219409282700422,0.18565400843881857,[]
562,EKQ7ieae8NojLuSSVPvXZe6irPrnDb1TYUzGP5JCKirc,18.04%,"$13,350.41","$13,350.41",43.31%,?,['bullx'],4.24,https://gmgn.ai/sol/address/EKQ7ieae8NojLuSSVPvXZe6irPrnDb1TYUzGP5JCKirc,285,44.0,117.0,57.0,53.0,8.0,3.0,1.0,0.042105263157894736,0.22807017543859648,[]
563,9b9pNg8nWKs2nbPz9j65GRkgn1rrPf4Q49Znh2dbNGNx,19.76%,"$15,716.06","$15,716.06",83.33%,?,['photon'],0.89,https://gmgn.ai/sol/address/9b9pNg8nWKs2nbPz9j65GRkgn1rrPf4Q49Znh2dbNGNx,214,0.0,29.0,8.0,4.0,2.0,3.0,4.0,0.04205607476635514,0.06074766355140187,[]
564,GKkAtLcxAqEQScvYurWy6kFGrdXoVsnSadDiau9YiTLL,26.66%,"$39,530.44","$181,089.56",75.00%,?,['photon'],60.03,https://gmgn.ai/sol/address/GKkAtLcxAqEQScvYurWy6kFGrdXoVsnSadDiau9YiTLL,119,0.0,0.0,11.0,34.0,5.0,0.0,0.0,0.04201680672268908,0.3277310924369748,[]
565,7r6FXtumHZ8tYX7NXBaTZChWebtzPjsX2nZQhLxJ6FAL,45.62%,"$54,358.72","$72,797.14",41.18%,?,['photon'],160.17,https://gmgn.ai/sol/address/7r6FXtumHZ8tYX7NXBaTZChWebtzPjsX2nZQhLxJ6FAL,262,32.0,56.0,29.0,19.0,8.0,0.0,3.0,0.04198473282442748,0.11450381679389313,[]
566,7RL8LQCPWrvt9gyAhgBL5GiBwFXnnKHwYgikhoNg4ZgM,36.07%,"$4,138.67","$23,644.03",60.00%,?,['trojan'],33.11,https://gmgn.ai/sol/address/7RL8LQCPWrvt9gyAhgBL5GiBwFXnnKHwYgikhoNg4ZgM,143,20.0,40.0,39.0,18.0,4.0,1.0,1.0,0.04195804195804196,0.16783216783216784,[]
567,F1VYzwbBbMSeD5NjR2TErcfHuRBtbJehUZSUavvSWFY,10.07%,"$47,601.16","$48,362.01",31.25%,?,[],100.49,https://gmgn.ai/sol/address/F1VYzwbBbMSeD5NjR2TErcfHuRBtbJehUZSUavvSWFY,382,33.0,178.0,49.0,24.0,15.0,0.0,1.0,0.041884816753926704,0.10471204188481675,[]
568,FFL1sb96fHJdzoJEGwiPoPfmgLmoXfhng3gJyUDNcepw,44.51%,"$19,569.90","$19,569.90",33.62%,?,"['photon', 'trojan']",0.27,https://gmgn.ai/sol/address/FFL1sb96fHJdzoJEGwiPoPfmgLmoXfhng3gJyUDNcepw,215,44.0,33.0,17.0,14.0,7.0,1.0,1.0,0.04186046511627907,0.10697674418604651,[]
569,BKTZaGZoQj8ecepgiGVHfUrRm91bxbfTRf79dNTCpS85,3.49%,"$13,321.36","$27,836.45",35.25%,?,['pepeboost'],29.13,https://gmgn.ai/sol/address/BKTZaGZoQj8ecepgiGVHfUrRm91bxbfTRf79dNTCpS85,239,11.0,181.0,79.0,18.0,8.0,1.0,1.0,0.04184100418410042,0.11715481171548117,[]
570,ipMdByJkNR5nQ3Y3wVC5ESmzCvAK7Mtvpd6iTEkU4xb,27.98%,"$11,801.85","$17,240.03",58.33%,?,[],0.03,https://gmgn.ai/sol/address/ipMdByJkNR5nQ3Y3wVC5ESmzCvAK7Mtvpd6iTEkU4xb,168,0.0,0.0,31.0,12.0,6.0,0.0,1.0,0.041666666666666664,0.1130952380952381,[]
571,3xdY8KPNtcLsCRh6pNk1ef6ECqREu4nos47Hq5MWXAmv,24.94%,"$16,609.77","$46,127.08",43.59%,?,"['trojan', 'bluechip_owner']",60.88,https://gmgn.ai/sol/address/3xdY8KPNtcLsCRh6pNk1ef6ECqREu4nos47Hq5MWXAmv,192,27.0,70.0,44.0,20.0,7.0,0.0,1.0,0.041666666666666664,0.14583333333333334,[]
572,4u1uhZmiRTPcgAaVuJYPCA1FJDf69hHAcRRFyUy8WhTi,7.91%,"$25,005.77","$41,231.33",38.61%,?,['photon'],62.78,https://gmgn.ai/sol/address/4u1uhZmiRTPcgAaVuJYPCA1FJDf69hHAcRRFyUy8WhTi,241,36.0,116.0,49.0,23.0,6.0,2.0,2.0,0.04149377593360996,0.13692946058091288,[]
573,Hmm2hSkaXaT1LzPAobzwriQzpKsaNbin9effd8Cs2mMP,4.47%,"$8,909.08","$6,626.43",62.69%,?,['trojan'],43.89,https://gmgn.ai/sol/address/Hmm2hSkaXaT1LzPAobzwriQzpKsaNbin9effd8Cs2mMP,169,0.0,0.0,22.0,21.0,4.0,0.0,3.0,0.04142011834319527,0.16568047337278108,[]
574,8JN48crntfNBUZWSudSUo8SLBs3XNk9fX3FVH3Qvzk1G,358.93%,"$10,772.02","$10,772.02",78.26%,?,['trojan'],56.19,https://gmgn.ai/sol/address/8JN48crntfNBUZWSudSUo8SLBs3XNk9fX3FVH3Qvzk1G,145,0.0,50.0,45.0,10.0,3.0,0.0,3.0,0.041379310344827586,0.1103448275862069,[]
