Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +
9FFKKMHgsPLh5G5JnqST7s1WzgzVjbEJbNSi3TQooGN1,-6.67%,"$-34,493.42","$-34,960.22",35.19%,?,[],0.01,https://gmgn.ai/sol/address/9FFKKMHgsPLh5G5JnqST7s1WzgzVjbEJbNSi3TQooGN1,563,29,99,68,12,1,0,0
BezpDXJtnqjaP9tuRu8o19v6vuyaqD6BA1TDX4WMpW7u,-10.17%,"$-3,705.26","$-3,705.26",?,?,[],0.06,https://gmgn.ai/sol/address/BezpDXJtnqjaP9tuRu8o19v6vuyaqD6BA1TDX4WMpW7u,633,,,,,,,
5hHxGXsYnZr8KGBKE3K2ULHk1aNZQULPDDiwriaxf1bh,-4.18%,"$-8,421.85","$-7,808.12",27.94%,?,[],1.64,https://gmgn.ai/sol/address/5hHxGXsYnZr8KGBKE3K2ULHk1aNZQULPDDiwriaxf1bh,107,0,0,37,9,3,1,0
BrFp4Z9ePLEwGMq26XNHcDgoCi2qzv5LzdN8Xm4FnjAU,-8.13%,"$-6,380.07","$-11,704.27",?,?,[],0.64,https://gmgn.ai/sol/address/BrFp4Z9ePLEwGMq26XNHcDgoCi2qzv5LzdN8Xm4FnjAU,721,,,,,,,
86s3j3fQhbmJVvep9A8WJFcmXqQ2dywzUXvha2oZYCdS,-9.63%,"$-2,667.37","$-4,494.31",27.27%,?,['gmgn'],0.02,https://gmgn.ai/sol/address/86s3j3fQhbmJVvep9A8WJFcmXqQ2dywzUXvha2oZYCdS,187,8,18,7,2,1,0,0
HtjAsRTuUTsLYF9JaNG8jJpGYcFpcGp9Ja26xj2QkhbV,5.29%,"$29,045.29","$28,980.22",37.21%,?,['trojan'],14.55,https://gmgn.ai/sol/address/HtjAsRTuUTsLYF9JaNG8jJpGYcFpcGp9Ja26xj2QkhbV,2882,48,143,78,28,3,0,0
FSw2QTAdNwWKJWSpNbkd8Fy3XNFg22ceyaLLgFrTERu1,-3.18%,"$-2,273.06","$-2,273.06",56.67%,?,['trojan'],0.49,https://gmgn.ai/sol/address/FSw2QTAdNwWKJWSpNbkd8Fy3XNFg22ceyaLLgFrTERu1,311,18,29,30,2,0,0,0
DbB6S5CpFjfoT4ciCypf2bFkqTm59pJugiq4nidHwhiJ,0.84%,"$-7,477.83","$3,021.90",?,?,[],0.00,https://gmgn.ai/sol/address/DbB6S5CpFjfoT4ciCypf2bFkqTm59pJugiq4nidHwhiJ,763,,,,,,,
9JZuykVUReuFctAMEpHGw9ua1Q1vvQAQDAdnmWTfURdy,7.21%,"$5,052.24","$5,061.05",?,?,[],0.04,https://gmgn.ai/sol/address/9JZuykVUReuFctAMEpHGw9ua1Q1vvQAQDAdnmWTfURdy,961,,,,,,,
H5WgWTVoJonYZamtxxg6T919ETcc8oAXi5fcYZbACx5M,27.70%,"$7,120.53","$6,267.77",?,?,[],0.00,https://gmgn.ai/sol/address/H5WgWTVoJonYZamtxxg6T919ETcc8oAXi5fcYZbACx5M,3,,,,,,,
8puLLn4ENp4beeyQPmjCaooMFdBmACVqDdDFRunuTtiR,-6.34%,"$-1,039.70","$-1,039.70",?,?,[],0.01,https://gmgn.ai/sol/address/8puLLn4ENp4beeyQPmjCaooMFdBmACVqDdDFRunuTtiR,109,,,,,,,
CTBxneeBscZ6oya16b6dbbfxPUUtv2u7N8sDiBmA39xv,-7.51%,"$-38,964.06","$-38,964.06",?,?,[],0.02,https://gmgn.ai/sol/address/CTBxneeBscZ6oya16b6dbbfxPUUtv2u7N8sDiBmA39xv,1091,,,,,,,
hZC1Z5aSkJzRUXXReUh8np4arRPGT35jcJYbqY1FKnH,4.81%,"$4,930.44","$6,241.76",31.43%,?,['bullx'],0.17,https://gmgn.ai/sol/address/hZC1Z5aSkJzRUXXReUh8np4arRPGT35jcJYbqY1FKnH,231,21,115,69,7,1,0,0
4ZPiEgu1vtNS4oAQgK576Z5zSvKGXxx96YCcPRHFAgMM,18.02%,"$-2,835.37","$-2,835.37",?,?,[],0.05,https://gmgn.ai/sol/address/4ZPiEgu1vtNS4oAQgK576Z5zSvKGXxx96YCcPRHFAgMM,355,,,,,,,
GJoCXpqB5qKSXnfuGzkLh6hAbdyLUWSvaFCQZ8uTXq3u,-5.90%,"$-6,013.98","$-6,013.98",?,?,[],0.02,https://gmgn.ai/sol/address/GJoCXpqB5qKSXnfuGzkLh6hAbdyLUWSvaFCQZ8uTXq3u,398,,,,,,,
CrMrkcE7HD8vyRma4YNQ5UENRnFhV7DeeRtjCkXvfAbY,1.46%,$136.92,$136.92,20.00%,?,"['bullx', 'trojan']",0.05,https://gmgn.ai/sol/address/CrMrkcE7HD8vyRma4YNQ5UENRnFhV7DeeRtjCkXvfAbY,16,6,5,1,1,1,0,0
5fZK5ixkNkMumFb7k14pPMxT7dBTy6hnhmsvtvWWQd3J,103.22%,"$24,274.36","$24,371.30",?,?,[],4.32,https://gmgn.ai/sol/address/5fZK5ixkNkMumFb7k14pPMxT7dBTy6hnhmsvtvWWQd3J,123,,,,,,,
5jCHKfqg367J39ZYvAVdKYcdaokXjsF8GF2hUCTxJUsc,17.25%,"$-31,338.55","$-31,338.55",4.29%,?,[],0.07,https://gmgn.ai/sol/address/5jCHKfqg367J39ZYvAVdKYcdaokXjsF8GF2hUCTxJUsc,112,33,35,13,4,0,0,0
7D43rheaKLn6RWuvwoKmb8T1j7py5DcEYWk6BdDpzSm,-19.53%,"$-4,724.62","$-10,019.98",35.29%,?,[],0.03,https://gmgn.ai/sol/address/7D43rheaKLn6RWuvwoKmb8T1j7py5DcEYWk6BdDpzSm,49,9,23,12,5,0,0,0
CUz3hdLQihM2vxciDeEz9sgfqmN9td7Xj44XM6PWqBhL,-13.55%,"$-30,392.41","$-30,392.41",2.21%,?,[],0.06,https://gmgn.ai/sol/address/CUz3hdLQihM2vxciDeEz9sgfqmN9td7Xj44XM6PWqBhL,78,28,28,8,2,0,0,0
4RGxiGF11rAwYA9Kue7Tk1LP3U7V5vrQc49GpKuChSTA,17.76%,"$13,542.67","$29,963.73",?,?,['trojan'],0.00,https://gmgn.ai/sol/address/4RGxiGF11rAwYA9Kue7Tk1LP3U7V5vrQc49GpKuChSTA,236,,,,,,,
GmUrCHp8gQ5JUedEZN8sJe2XLHEXSxZqUEvSqzyD5QAJ,-29.39%,"$-7,831.11","$-7,831.11",26.09%,?,"['photon', 'trojan']",0.03,https://gmgn.ai/sol/address/GmUrCHp8gQ5JUedEZN8sJe2XLHEXSxZqUEvSqzyD5QAJ,42,18,9,4,4,0,1,0
Epbeue8iUzHaLfHtmnckoM318oCm2wCteaeZ6hBdck56,0.28%,$-537.55,$697.21,45.83%,?,[],0.02,https://gmgn.ai/sol/address/Epbeue8iUzHaLfHtmnckoM318oCm2wCteaeZ6hBdck56,102,,,,,,,
Azykk1Wd6pDbVyDztLWkn35uz5Yx2yXcYnrf1ZTMvLAt,-17.73%,"$-5,865.28","$-11,182.15",32.50%,?,[],0.03,https://gmgn.ai/sol/address/Azykk1Wd6pDbVyDztLWkn35uz5Yx2yXcYnrf1ZTMvLAt,54,0,23,17,6,0,0,0
5NaZyntYJp5z6Ex7i5CHnLXbeS3UumGDaE9819sFAuaE,-14.61%,"$-25,040.19","$-25,040.19",3.36%,?,[],0.04,https://gmgn.ai/sol/address/5NaZyntYJp5z6Ex7i5CHnLXbeS3UumGDaE9819sFAuaE,80,26,29,6,1,0,0,0
76MJRAgtG4bxwB6QM8DSxv8wP9iUajs3wXYWRuRLMCjX,-40.69%,"$-6,946.67","$-12,234.02",28.57%,?,[],0.04,https://gmgn.ai/sol/address/76MJRAgtG4bxwB6QM8DSxv8wP9iUajs3wXYWRuRLMCjX,30,17,9,5,3,0,0,0
9oYZeh7BVRH41YR949kDfdzM6RK2rKhLvpaAtNuqghWR,-44.52%,"$-15,293.60","$-15,293.60",8.33%,?,"['bullx', 'trojan']",0.04,https://gmgn.ai/sol/address/9oYZeh7BVRH41YR949kDfdzM6RK2rKhLvpaAtNuqghWR,50,24,13,2,3,0,0,0
H5SCCG7Dd27kPhTeX67VZ8K8msKJLsZQVrFeoLm1NAuR,-13.26%,"$-8,887.94","$-8,506.39",26.00%,?,[],0.07,https://gmgn.ai/sol/address/H5SCCG7Dd27kPhTeX67VZ8K8msKJLsZQVrFeoLm1NAuR,87,17,30,24,4,0,0,0
4esDNqwV1bXRKHT2aouKVF2szy1KvYHV7N3YiaTNC19S,-12.16%,"$-12,775.30","$-12,775.30",9.21%,?,[],0.03,https://gmgn.ai/sol/address/4esDNqwV1bXRKHT2aouKVF2szy1KvYHV7N3YiaTNC19S,104,18,36,16,3,0,0,0
GmmsiwSUuyWRtBodbu7XSy8Exc31BKq88vK7ziVJ7iWg,-47.50%,"$-9,655.68","$-12,561.81",22.73%,?,[],0.04,https://gmgn.ai/sol/address/GmmsiwSUuyWRtBodbu7XSy8Exc31BKq88vK7ziVJ7iWg,27,15,7,3,2,0,0,0
8q3z5XzzWLuuQ1TLE3NeWb89RBe88H8QckCT11Ygqswd,-27.69%,"$-9,277.33","$-16,649.35",2.44%,?,"['photon', 'trojan']",0.05,https://gmgn.ai/sol/address/8q3z5XzzWLuuQ1TLE3NeWb89RBe88H8QckCT11Ygqswd,23,0,0,4,2,0,0,0
9btfSbWKbEWWioDTMbDM7vJZTKZho7Nf37pVRAdqPHYP,-20.34%,"$-2,278.93","$-6,613.09",29.63%,?,"['photon', 'bullx']",0.05,https://gmgn.ai/sol/address/9btfSbWKbEWWioDTMbDM7vJZTKZho7Nf37pVRAdqPHYP,31,10,20,11,1,0,0,0
5C5krXmxj7NeUGhjzyWQQjBTgwj6Gk1o7GDXC3WmV9WW,3.27%,$333.88,$333.88,?,?,[],0.02,https://gmgn.ai/sol/address/5C5krXmxj7NeUGhjzyWQQjBTgwj6Gk1o7GDXC3WmV9WW,89,,,,,,,
ByEBMDbHJBHz5Tt7Hi5fnVdHyCyGZ3HhXvVvMQarpAV8,2.13%,"$1,156.77","$1,156.77",?,?,[],0.02,https://gmgn.ai/sol/address/ByEBMDbHJBHz5Tt7Hi5fnVdHyCyGZ3HhXvVvMQarpAV8,119,,,,,,,
CNeq9Vu3YcQodApLm8ysP3P8XtTKg8ysJXs3toS6fjvh,-14.61%,"$-17,870.30","$-17,870.30",20.83%,?,[],0.04,https://gmgn.ai/sol/address/CNeq9Vu3YcQodApLm8ysP3P8XtTKg8ysJXs3toS6fjvh,97,16,35,20,4,0,0,0
Crqd3ut2HyNxGwyVBc15BmNvG2aERA18eeuFeio2jFEp,-23.55%,"$-12,584.16","$-12,584.16",11.63%,?,"['photon', 'bullx']",0.03,https://gmgn.ai/sol/address/Crqd3ut2HyNxGwyVBc15BmNvG2aERA18eeuFeio2jFEp,47,17,15,7,2,0,0,0
GCjvwZuhk9MvZ3BKxySG3jdkMkve3ycpFxc1g6Rk88vT,-13.80%,"$-3,397.54","$-5,795.04",32.26%,?,[],0.04,https://gmgn.ai/sol/address/GCjvwZuhk9MvZ3BKxySG3jdkMkve3ycpFxc1g6Rk88vT,41,6,25,15,4,0,0,0
5wRwsHsKh56bFbi1M9zZ1nLoGdGLfmBJgZDQC9AycDEG,-19.44%,"$-12,989.63","$-12,989.63",?,?,[],0.06,https://gmgn.ai/sol/address/5wRwsHsKh56bFbi1M9zZ1nLoGdGLfmBJgZDQC9AycDEG,92,,,,,,,
2Wx5yXUyxFAKswKFMGNwKW8FrHVfFpCANejBFaDKrUSz,-36.00%,"$-21,035.84","$-21,404.34",?,?,[],0.06,https://gmgn.ai/sol/address/2Wx5yXUyxFAKswKFMGNwKW8FrHVfFpCANejBFaDKrUSz,81,,,,,,,
9jTrkeoFmxBMhZB7TwKNmAHkrZs2S7h4L5VQ26QAxx6R,-25.12%,"$-3,759.87","$-3,759.87",?,?,[],0.03,https://gmgn.ai/sol/address/9jTrkeoFmxBMhZB7TwKNmAHkrZs2S7h4L5VQ26QAxx6R,26,,,,,,,
2Fn33F9Zi7A4TPjKG61CRM2AC84vEhy61daJ1V3q7SRP,-19.52%,"$-8,640.42","$-8,640.42",34.21%,?,[],0.03,https://gmgn.ai/sol/address/2Fn33F9Zi7A4TPjKG61CRM2AC84vEhy61daJ1V3q7SRP,66,14,20,18,2,1,0,0
6dsvAQoGKnyKPsbwU1vEewRvGuvK9xbePpvuwLpq7AAk,-52.63%,"$-22,389.14","$-28,242.57",25.64%,?,[],0.07,https://gmgn.ai/sol/address/6dsvAQoGKnyKPsbwU1vEewRvGuvK9xbePpvuwLpq7AAk,57,33,6,5,2,0,0,0
6iMEhopCotKC26Ur3x45ZXwVGz87MEQ9Cz2swJEK5SAV,-19.27%,"$-13,861.99","$-18,774.75",22.22%,?,[],0.06,https://gmgn.ai/sol/address/6iMEhopCotKC26Ur3x45ZXwVGz87MEQ9Cz2swJEK5SAV,98,0,0,17,3,0,0,0
8aNbiXDW93r7AYknNx6yG5kWVpYjeSrw1Xsim46vzz4j,4.08%,$392.99,$392.99,?,?,[],0.05,https://gmgn.ai/sol/address/8aNbiXDW93r7AYknNx6yG5kWVpYjeSrw1Xsim46vzz4j,16,,,,,,,
DWN54mogNsFhqNnuAUUUBfeshP7vbHh7qb3guEm6Pe3V,-47.21%,"$-10,601.47","$-10,601.47",11.11%,?,"['bullx', 'trojan']",0.04,https://gmgn.ai/sol/address/DWN54mogNsFhqNnuAUUUBfeshP7vbHh7qb3guEm6Pe3V,32,15,10,3,0,0,0,0
4MEMAuUrWwuQFnCRnpanJipF6xMNGrYAknkT7c55cU52,-42.82%,"$-49,032.33","$-55,748.18",8.08%,?,[],0.07,https://gmgn.ai/sol/address/4MEMAuUrWwuQFnCRnpanJipF6xMNGrYAknkT7c55cU52,138,0,2,7,2,0,0,0
5Y74S6FPsAMHM2iYf5yVmb48CLWgF8XZxkvFA1h3Sv2,-24.84%,"$-14,494.35","$-17,154.80",?,?,[],0.03,https://gmgn.ai/sol/address/5Y74S6FPsAMHM2iYf5yVmb48CLWgF8XZxkvFA1h3Sv2,84,,,,,,,
DZ8qsGU7sBALGqHEe9Y288BJH9r12uC3Etr2ucchKLTx,-11.06%,"$-1,944.03","$-1,944.03",25.00%,?,[],0.04,https://gmgn.ai/sol/address/DZ8qsGU7sBALGqHEe9Y288BJH9r12uC3Etr2ucchKLTx,24,,,,,,,
7EZyN42brVa3K9uBMByrZSuNBXKnYgMXad42coBPeCKQ,-18.25%,"$-5,577.24","$-12,419.72",24.00%,?,[],0.06,https://gmgn.ai/sol/address/7EZyN42brVa3K9uBMByrZSuNBXKnYgMXad42coBPeCKQ,68,0,0,19,4,0,0,0
DGPZqbMEWgKDadYKaPfF8zMcjAkaXDSDWsPnWB2y31Y,-43.11%,"$-4,795.38","$-6,095.27",27.27%,?,"['photon', 'trojan']",0.04,https://gmgn.ai/sol/address/DGPZqbMEWgKDadYKaPfF8zMcjAkaXDSDWsPnWB2y31Y,18,5,3,0,3,0,0,0
CBUWn4L51HohwdmL1d2shz7jmp3FTL2ESY7HnbLTajGZ,-13.34%,"$-17,501.38","$-17,501.38",4.40%,?,"['photon', 'trojan']",0.05,https://gmgn.ai/sol/address/CBUWn4L51HohwdmL1d2shz7jmp3FTL2ESY7HnbLTajGZ,50,21,16,5,0,0,0,0
13EazDscjc25uHb6NB8LLYmvAu4t1NESmsMvE6YsDcge,-23.01%,"$-19,312.08","$-19,312.08",15.62%,?,"['photon', 'bullx']",0.06,https://gmgn.ai/sol/address/13EazDscjc25uHb6NB8LLYmvAu4t1NESmsMvE6YsDcge,63,20,24,3,2,0,0,0
4ewEAEbtfDPcgTFcESdVutJPWvGNyyjZUTa28oHDBDS3,-42.48%,"$-10,522.49","$-10,522.49",26.67%,?,"['bullx', 'trojan']",0.04,https://gmgn.ai/sol/address/4ewEAEbtfDPcgTFcESdVutJPWvGNyyjZUTa28oHDBDS3,34,11,11,4,3,0,0,0
9geYoFLokMPySAfNMUuXXPtk6c1Y666WkFToKhP6Bko5,-15.25%,"$-2,714.77","$-7,377.97",46.43%,?,[],0.04,https://gmgn.ai/sol/address/9geYoFLokMPySAfNMUuXXPtk6c1Y666WkFToKhP6Bko5,37,8,25,12,5,0,0,0
3jmUvy5iPryNW4BdeECCtj9Ztx1DZvmUx9jwfJBxQxQR,-16.90%,"$-10,136.57","$-10,136.57",20.59%,?,[],0.07,https://gmgn.ai/sol/address/3jmUvy5iPryNW4BdeECCtj9Ztx1DZvmUx9jwfJBxQxQR,89,11,35,17,3,1,0,0
76MQdqagtypLjFthZzWg6rooyRgK4HKo6rN5NjC6fHFJ,-53.06%,"$-16,541.35","$-16,541.35",27.27%,?,"['photon', 'bullx']",0.04,https://gmgn.ai/sol/address/76MQdqagtypLjFthZzWg6rooyRgK4HKo6rN5NjC6fHFJ,45,22,5,7,2,1,0,0
7Bx376DdywYp3cbmuvRsyxXXDAdMBGMipxDRVYk9meoM,-27.93%,"$-14,608.07","$-15,943.44",18.52%,?,[],0.07,https://gmgn.ai/sol/address/7Bx376DdywYp3cbmuvRsyxXXDAdMBGMipxDRVYk9meoM,64,14,22,9,2,0,0,0
B72md312eSw2CqsgtGxL4ZX855yug1sFYhaqJ7zFcC88,-34.42%,"$-8,729.42","$-11,943.13",34.62%,?,"['photon', 'trojan']",0.05,https://gmgn.ai/sol/address/B72md312eSw2CqsgtGxL4ZX855yug1sFYhaqJ7zFcC88,32,17,8,10,1,1,0,0
DF4qEijbBude8fPBAUPPkooJBiuZuPCtYrbC8LqKD8qp,-22.77%,"$-4,692.15","$-4,763.65",17.05%,?,['photon'],0.01,https://gmgn.ai/sol/address/DF4qEijbBude8fPBAUPPkooJBiuZuPCtYrbC8LqKD8qp,293,33,40,11,2,2,0,0
9fapXzxHem9UXBCe8xnhoJGdtfhrDuP81hzSy7ssGxJ1,-27.39%,"$-22,517.75","$-24,465.57",6.96%,?,[],0.07,https://gmgn.ai/sol/address/9fapXzxHem9UXBCe8xnhoJGdtfhrDuP81hzSy7ssGxJ1,84,0,0,10,0,0,0,0
ExtLaBp6Tp1BpFE16Xa43TuknfCWW1CuszzmXXWfLJA1,-48.84%,"$-13,882.10","$-19,402.09",19.23%,?,[],0.04,https://gmgn.ai/sol/address/ExtLaBp6Tp1BpFE16Xa43TuknfCWW1CuszzmXXWfLJA1,40,17,13,3,2,0,0,0
Eygi1QrECWt3tUrMmz7G25KVNowGWPnAz7RdW7ESbLp8,15.71%,"$1,113.86","$1,113.86",75.00%,?,"['photon', 'bullx']",0.03,https://gmgn.ai/sol/address/Eygi1QrECWt3tUrMmz7G25KVNowGWPnAz7RdW7ESbLp8,14,,,,,,,
2Bkw2j9nLAnHTbyU2b9o5EJ3HJiEEEpwLVMejhMEcUM5,-43.42%,"$-9,414.19","$-16,266.40",21.21%,?,"['photon', 'trojan']",0.03,https://gmgn.ai/sol/address/2Bkw2j9nLAnHTbyU2b9o5EJ3HJiEEEpwLVMejhMEcUM5,38,22,10,6,3,0,0,0
D4YTsXrQykYkd15kTA5GY3AhBBrTJ9h8AKJH4hb61n1u,-31.22%,"$-14,226.83","$-25,658.73",16.67%,?,[],0.03,https://gmgn.ai/sol/address/D4YTsXrQykYkd15kTA5GY3AhBBrTJ9h8AKJH4hb61n1u,64,0,0,14,1,0,0,0
3s2evtH3dVMwDGzsi42VPbjcfw7ScMZMwcn2Z7r6p1jz,964.03%,"$11,948.55","$11,952.11",60.00%,?,[],0.11,https://gmgn.ai/sol/address/3s2evtH3dVMwDGzsi42VPbjcfw7ScMZMwcn2Z7r6p1jz,295,1,4,8,1,0,0,0
578ZFJoH75jkPCVupRvwZAzbVHVMbKL4P7MKuG9iWEtH,7.72%,"$-15,579.64","$22,126.26",37.25%,?,['trojan'],1.85,https://gmgn.ai/sol/address/578ZFJoH75jkPCVupRvwZAzbVHVMbKL4P7MKuG9iWEtH,238,88,92,71,36,8,3,2
BztTG46ZUMvcdTTAZsV7i5KxpyF4AHTF4MZ16szcD6qG,12.23%,"$10,444.27","$9,652.61",33.33%,?,['photon'],46.26,https://gmgn.ai/sol/address/BztTG46ZUMvcdTTAZsV7i5KxpyF4AHTF4MZ16szcD6qG,619,67,19,18,10,4,2,1
6B5aAxUHHYScGtPpPtNP5UfmTjHouAbsE2TGc246hN6U,-29.37%,"$-2,453.41","$-2,453.41",27.27%,?,"['bullx', 'trojan']",0.05,https://gmgn.ai/sol/address/6B5aAxUHHYScGtPpPtNP5UfmTjHouAbsE2TGc246hN6U,16,,,,,,,
9W9ePRyXsA43tH1VYMTWVpTrMx6rqCeadCW5zKdhwMeD,5.22%,"$-2,142.31","$48,785.61",42.00%,?,"['gmgn', 'pepeboost']",49.33,https://gmgn.ai/sol/address/9W9ePRyXsA43tH1VYMTWVpTrMx6rqCeadCW5zKdhwMeD,190,42,140,79,28,9,0,0
Fmcv1XqnFLeyNUTQyHCfodp1fsWwvGjubtZn9k5BJsCn,-19.84%,"$-10,847.71","$-10,847.71",?,?,[],0.07,https://gmgn.ai/sol/address/Fmcv1XqnFLeyNUTQyHCfodp1fsWwvGjubtZn9k5BJsCn,80,,,,,,,
HgZKkDyvTkabV12B3tAP3ZUSnGdWUUS3Ru9dkowoxaAE,15.45%,"$10,874.54","$19,147.25",56.88%,?,['photon'],23.72,https://gmgn.ai/sol/address/HgZKkDyvTkabV12B3tAP3ZUSnGdWUUS3Ru9dkowoxaAE,234,0,0,14,29,5,0,1
5jds1qi6nYu2JTZv5YTczPwyaq1RAkNkjbpsma8xSTem,29.64%,"$16,242.68","$16,242.68",62.22%,?,[],31.72,https://gmgn.ai/sol/address/5jds1qi6nYu2JTZv5YTczPwyaq1RAkNkjbpsma8xSTem,104,3,9,9,0,1,0,0
AoV9RiwMfRr7NaCB1RyJ5ti4RycqAaU9okgKi8JeFUFr,-19.29%,"$-2,911.34","$-2,911.34",?,?,[],0.05,https://gmgn.ai/sol/address/AoV9RiwMfRr7NaCB1RyJ5ti4RycqAaU9okgKi8JeFUFr,21,,,,,,,
CgEqmUNAP9N2JL6RKMnfEBY55DMC7eEx5oEWiivn8kdC,-42.70%,"$-25,077.73","$-25,077.73",?,?,[],0.03,https://gmgn.ai/sol/address/CgEqmUNAP9N2JL6RKMnfEBY55DMC7eEx5oEWiivn8kdC,89,,,,,,,
9a6vsp7YLPD3EVQNCcDKGmoL8LtFsgaMZGU1U4HWgp43,-41.90%,"$-7,066.08","$-7,066.08",?,?,[],0.04,https://gmgn.ai/sol/address/9a6vsp7YLPD3EVQNCcDKGmoL8LtFsgaMZGU1U4HWgp43,23,,,,,,,
CaDCgB2pun6vGBRkZLDujUA3TQD2H6FtAG5b5b9DHVgz,-0.15%,$939.69,$-370.38,40.99%,?,['bullx'],4.02,https://gmgn.ai/sol/address/CaDCgB2pun6vGBRkZLDujUA3TQD2H6FtAG5b5b9DHVgz,713,16,167,104,11,2,0,0
5wxdJMG9eayXX5ERCbj51GHA6VLHWV4ppJLRNeLo2JFn,16.60%,"$60,787.80","$60,787.80",68.14%,?,['gmgn'],10.95,https://gmgn.ai/sol/address/5wxdJMG9eayXX5ERCbj51GHA6VLHWV4ppJLRNeLo2JFn,883,7,84,173,36,0,0,0
7DF9Db3FUU5UbwvZFwy9sik8eBL77nR6TrbzjBoNqXvB,8.17%,"$-6,907.23","$-64,085.76",35.61%,?,"['bullx', 'gmgn']",11.41,https://gmgn.ai/sol/address/7DF9Db3FUU5UbwvZFwy9sik8eBL77nR6TrbzjBoNqXvB,876,36,151,66,40,6,0,1
BoNYyDXCgJ9xu36EvMGahqJfZjjhRnraEVo3zGSK5xnZ,5.05%,"$24,611.38","$24,611.38",58.40%,?,['bullx'],3.08,https://gmgn.ai/sol/address/BoNYyDXCgJ9xu36EvMGahqJfZjjhRnraEVo3zGSK5xnZ,3060,7,130,157,6,0,0,0
DwgB9dG2XeiZftUTSGdLS3ZWSZjxdV4UzMFJayBcsWd3,20.99%,"$8,276.88","$7,952.12",42.53%,?,[],0.17,https://gmgn.ai/sol/address/DwgB9dG2XeiZftUTSGdLS3ZWSZjxdV4UzMFJayBcsWd3,172,0,0,21,21,5,0,3
Hp9emq2edXdv34CY17KQhAXrPNDaYxoU5Z682jW1ai9y,-5.09%,"$-6,721.84","$-6,721.84",59.35%,?,['bullx'],4.09,https://gmgn.ai/sol/address/Hp9emq2edXdv34CY17KQhAXrPNDaYxoU5Z682jW1ai9y,865,32,95,157,15,0,0,0
9QZW2ztHp8aAnGGyXJqv19kHUm3RVPUtiXWzqbqNgwyr,3.29%,$396.92,$396.92,69.64%,?,[],0.03,https://gmgn.ai/sol/address/9QZW2ztHp8aAnGGyXJqv19kHUm3RVPUtiXWzqbqNgwyr,336,0,0,45,5,0,0,0
4uf7hugXKJAgWjMrdp5f1Tk4LmKgwtbckpYVp73F6EoS,-4.08%,"$-2,852.29","$-2,852.29",40.15%,?,['trojan'],0.15,https://gmgn.ai/sol/address/4uf7hugXKJAgWjMrdp5f1Tk4LmKgwtbckpYVp73F6EoS,344,16,13,13,7,1,0,0
3EWMYDwCvXm64sWwJvMNGtGeubgQWVxExrT916R8nNb3,7.41%,$517.29,$517.29,81.82%,?,[],1.97,https://gmgn.ai/sol/address/3EWMYDwCvXm64sWwJvMNGtGeubgQWVxExrT916R8nNb3,58,0,8,35,1,0,0,0
GSWUadTE8kGPtreGEJjSeautLtaPXde5QJ1sh4CJ96Re,11.97%,"$4,652.44","$52,887.59",49.55%,?,"['gmgn', 'pepeboost']",11.32,https://gmgn.ai/sol/address/GSWUadTE8kGPtreGEJjSeautLtaPXde5QJ1sh4CJ96Re,212,0,0,12,33,4,0,1
8gDfdBmUvik4jgQTyEJFb3dWXrpUNHJtQJyreRcuKpFr,2.02%,"$4,373.24","$3,161.27",?,?,[],0.06,https://gmgn.ai/sol/address/8gDfdBmUvik4jgQTyEJFb3dWXrpUNHJtQJyreRcuKpFr,494,,,,,,,
C1FNaKPyuJziFedb3P7mtgxDW851JWEBrWLy9jJqQzXU,-16.10%,"$-13,294.73","$-13,294.73",?,?,[],0.07,https://gmgn.ai/sol/address/C1FNaKPyuJziFedb3P7mtgxDW851JWEBrWLy9jJqQzXU,93,,,,,,,
GWSt8NJgBYL96jvP7FEy2RRcWEs5Lz8KYvfu16YRcaka,6.60%,$781.38,$781.38,29.41%,?,['photon'],0.14,https://gmgn.ai/sol/address/GWSt8NJgBYL96jvP7FEy2RRcWEs5Lz8KYvfu16YRcaka,8,1,1,4,2,0,0,0
H5oz3Ka9LpXYWod8YFpsV7FprRQ6EMxZm2ACPGkbJCz7,5.20%,"$9,392.27","$9,392.27",?,?,[],0.00,https://gmgn.ai/sol/address/H5oz3Ka9LpXYWod8YFpsV7FprRQ6EMxZm2ACPGkbJCz7,292,,,,,,,
5r8aAzzRWEwBkqAmwoSmVCyHiHBmvS4R1heGtecNKfjt,129.64%,"$2,320.50","$2,320.50",?,?,[],0.44,https://gmgn.ai/sol/address/5r8aAzzRWEwBkqAmwoSmVCyHiHBmvS4R1heGtecNKfjt,69,,,,,,,
EuuWjsrgwNveYz3GrEyXWgama71VpaKqfZMzRqyD9ugd,3.93%,"$1,358.24","$1,358.24",13.33%,?,['bullx'],0.05,https://gmgn.ai/sol/address/EuuWjsrgwNveYz3GrEyXWgama71VpaKqfZMzRqyD9ugd,9,0,4,1,3,0,0,0
GZKT23GGC514RX22uYtdmNU1j75oMBNffoCrLyexiEoo,-27.82%,"$-5,372.39","$-5,372.39",40.00%,?,['photon'],0.13,https://gmgn.ai/sol/address/GZKT23GGC514RX22uYtdmNU1j75oMBNffoCrLyexiEoo,18,7,3,4,1,1,0,0
