Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,-50% +,0% - -50%,0 - 50%,50% - 199%,200% - 499%,500% - 600%,600% +
7YnGQT2r9pa8n1TYtTkYWCp6v2hUJ4S65SWbPuZXUWQ2,-44.42%,"$-3,402.75","$-3,402.75",60.00%,?,"['photon', 'trojan']",0.00,https://gmgn.ai/sol/address/7YnGQT2r9pa8n1TYtTkYWCp6v2hUJ4S65SWbPuZXUWQ2,5,,,,,,,
9qgXSVBJ6T1JnX7o7u9USfeYFNGsBYBQmL2MveSr3n1Q,-10.57%,$-480.74,$-480.74,66.67%,?,"['bullx', 'trojan']",0.00,https://gmgn.ai/sol/address/9qgXSVBJ6T1JnX7o7u9USfeYFNGsBYBQmL2MveSr3n1Q,3,,,,,,,
9xEygHchuknCA9D6gsyZbz6yBzXsho2Tzgx1MHs4cYq,-29.20%,"$-4,032.13","$-4,032.13",?,?,"['photon', 'bullx']",0.00,https://gmgn.ai/sol/address/9xEygHchuknCA9D6gsyZbz6yBzXsho2Tzgx1MHs4cYq,6,,,,,,,
AHfMD72QiQePZQhpbMnWmLu4Srbc6CfzzHFQXFXnUaDA,-10.52%,$-873.24,$-873.24,50.00%,?,"['photon', 'bullx']",0.00,https://gmgn.ai/sol/address/AHfMD72QiQePZQhpbMnWmLu4Srbc6CfzzHFQXFXnUaDA,6,,,,,,,
5xbvup2vzs9u8tPBFK3A7HfFvEauNbuuqNuvoJsJ1xLW,4.17%,"$29,395.46","$29,395.46",?,?,[],11.06,https://gmgn.ai/sol/address/5xbvup2vzs9u8tPBFK3A7HfFvEauNbuuqNuvoJsJ1xLW,1916,,,,,,,
EHg5YkU2SZBTvuT87rUsvxArGp3HLeye1fXaSDfuMyaf,29.82%,"$36,898.10","$284,869.28",67.62%,?,"['photon', 'trojan']",30.01,https://gmgn.ai/sol/address/EHg5YkU2SZBTvuT87rUsvxArGp3HLeye1fXaSDfuMyaf,272,0,0,2,11,23,5,9
14maW16VaesMLsnZUuss4CckT7wagX5VfvHcRefgNrDC,-2.82%,$-269.35,$-269.35,42.86%,?,"['photon', 'trojan']",0.00,https://gmgn.ai/sol/address/14maW16VaesMLsnZUuss4CckT7wagX5VfvHcRefgNrDC,9,,,,,,,
C1V1j146F4QmskjguVeLh4n3WCVbmm5VcAWDBe5c99uf,2.30%,$145.05,$206.14,26.81%,?,['trojan'],48.76,https://gmgn.ai/sol/address/C1V1j146F4QmskjguVeLh4n3WCVbmm5VcAWDBe5c99uf,793,0,0,29,11,8,0,2
GmVykMwNCVDqwMRsoJeLmemcjPUPqaFE3RvAHkPbWdZa,1.63%,"$61,716.20","$61,716.20",?,?,[],3.13,https://gmgn.ai/sol/address/GmVykMwNCVDqwMRsoJeLmemcjPUPqaFE3RvAHkPbWdZa,6168,,,,,,,
CLigh4h3cedBB5GGNr4f9qrtdUuVtB7uRobCZyzYrgCn,10.58%,"$10,747.23","$10,747.23",?,?,[],12.85,https://gmgn.ai/sol/address/CLigh4h3cedBB5GGNr4f9qrtdUuVtB7uRobCZyzYrgCn,562,,,,,,,
DdvhMhDJsobQdCWuWunG2QNos2S3XrYGosRkkVWhjLeW,15.36%,"$17,173.48","$103,999.84",48.78%,?,"['gmgn', 'pepeboost']",72.61,https://gmgn.ai/sol/address/DdvhMhDJsobQdCWuWunG2QNos2S3XrYGosRkkVWhjLeW,143,0,0,25,17,7,0,1
BBto2yWhEp21UJJaRBfn3qNgqCY6x8auy83cPXFFfKya,-16.12%,"$-3,670.89","$-3,670.89",?,?,[],0.18,https://gmgn.ai/sol/address/BBto2yWhEp21UJJaRBfn3qNgqCY6x8auy83cPXFFfKya,46,,,,,,,
GrAYRFnQphM49ej7eqiWJiKNb2CDu2VnQmzgVJufbDnt,7.29%,"$4,461.39","$5,033.60",46.88%,?,['photon'],0.05,https://gmgn.ai/sol/address/GrAYRFnQphM49ej7eqiWJiKNb2CDu2VnQmzgVJufbDnt,2598,24,98,81,14,1,0,0
kQdJVZvix2BPCz2i46ErUPk2a74Uf37QZL5jsRdAD8y,59.51%,"$12,767.26",$314.65,44.44%,?,['bullx'],53.43,https://gmgn.ai/sol/address/kQdJVZvix2BPCz2i46ErUPk2a74Uf37QZL5jsRdAD8y,862,64,99,89,40,7,0,1
5To91LSYhjMpqj51aoeZm2vgLufK6oQ3WW227R42jHP6,10.96%,"$17,504.95","$17,452.95",?,?,[],4.05,https://gmgn.ai/sol/address/5To91LSYhjMpqj51aoeZm2vgLufK6oQ3WW227R42jHP6,812,,,,,,,
3QZRG2sEqLAfKvSwMQWMAnGgFZiLH18pBmCzGU2qRmmn,26.62%,"$109,821.87","$109,821.87",42.16%,?,['photon'],734.17,https://gmgn.ai/sol/address/3QZRG2sEqLAfKvSwMQWMAnGgFZiLH18pBmCzGU2qRmmn,461,31,135,82,38,4,0,2
At4dvN1xuon8qLRMCyM1pBQoaD3zPQrUyeuCvWcDeE6b,13.74%,"$25,571.22","$25,571.22",?,?,[],4.46,https://gmgn.ai/sol/address/At4dvN1xuon8qLRMCyM1pBQoaD3zPQrUyeuCvWcDeE6b,1212,,,,,,,
CS6EnYF9tGptTbUExHAcX6oj8RpdxpET6vXs3mdTSEf7,158.85%,"$25,337.06","$25,211.12",39.08%,?,['bullx'],0.08,https://gmgn.ai/sol/address/CS6EnYF9tGptTbUExHAcX6oj8RpdxpET6vXs3mdTSEf7,131,48,112,71,13,2,0,1
89CkdUBR9XvsrpRv9bqemR1LSCdMzizxfxhZJHh1K4WD,8.39%,$549.85,$549.85,50.00%,?,"['photon', 'bullx']",0.00,https://gmgn.ai/sol/address/89CkdUBR9XvsrpRv9bqemR1LSCdMzizxfxhZJHh1K4WD,5,,,,,,,
8fwKuARWaKbArNKpyaUyRWELxdJ2szJchVbeqD9yPtsu,4.84%,"$7,656.41","$7,656.41",?,?,[],0.00,https://gmgn.ai/sol/address/8fwKuARWaKbArNKpyaUyRWELxdJ2szJchVbeqD9yPtsu,793,,,,,,,
ERGYFks9GCbiJbXnpMxeRDpDH3FLvTWYNmyMCTU7CNh1,-6.46%,"$-2,167.61","$-2,167.61",?,?,[],4.45,https://gmgn.ai/sol/address/ERGYFks9GCbiJbXnpMxeRDpDH3FLvTWYNmyMCTU7CNh1,155,,,,,,,
7JVTKmS7mNaGTFp5cr8JsVXFVLSERGqpCzKeZrGFRM5Z,6.90%,"$50,576.92","$130,276.38",42.20%,?,['bullx'],0.00,https://gmgn.ai/sol/address/7JVTKmS7mNaGTFp5cr8JsVXFVLSERGqpCzKeZrGFRM5Z,1693,,,,,,,
5Se2eD9TBwj6WoZ1fAnzj8pZoJXDwhFcFwHmY8B1m36o,28.46%,"$4,382.73","$4,382.73",?,?,[],4.58,https://gmgn.ai/sol/address/5Se2eD9TBwj6WoZ1fAnzj8pZoJXDwhFcFwHmY8B1m36o,68,,,,,,,
2Jn9wj6Y4TKyzjs6BnWHUotnErWFuXCse1ZfedmdPR7K,9.98%,"$9,363.02","$9,363.02",?,?,[],3.84,https://gmgn.ai/sol/address/2Jn9wj6Y4TKyzjs6BnWHUotnErWFuXCse1ZfedmdPR7K,501,,,,,,,
7BJD9bdyVUaEaUuPapR5bvYZkTNKewbJ3HSU9Ei5qmeG,10.47%,"$44,565.01","$51,142.43",?,?,[],5.39,https://gmgn.ai/sol/address/7BJD9bdyVUaEaUuPapR5bvYZkTNKewbJ3HSU9Ei5qmeG,2953,,,,,,,
69GBcFHLjwKuHPWce7tLPTXnrP1fsFLqNv1F9F6udFZW,16.36%,$800.32,$800.32,100.00%,?,"['photon', 'bullx']",0.00,https://gmgn.ai/sol/address/69GBcFHLjwKuHPWce7tLPTXnrP1fsFLqNv1F9F6udFZW,5,,,,,,,
4H7QFLkvmhtTvcNmDibiAV4EtvKBrE4HfofrTvfvz5ik,17.70%,"$50,783.75","$55,192.21",41.18%,?,[],60.93,https://gmgn.ai/sol/address/4H7QFLkvmhtTvcNmDibiAV4EtvKBrE4HfofrTvfvz5ik,147,,,,,,,
FULDGWZbt1icvHmvYnUwDs7EcKFmmkM3zEsLtLLCA9ct,37.89%,"$89,759.97","$98,080.08",56.63%,?,['trojan'],5.92,https://gmgn.ai/sol/address/FULDGWZbt1icvHmvYnUwDs7EcKFmmkM3zEsLtLLCA9ct,591,,,,,,,
8zMvRgVHf4Ajr17gKjZSRAnGshvKSdKSypuYdabdBun5,66.01%,"$60,969.42","$85,212.15",19.05%,?,"['bullx', 'trojan']",86.12,https://gmgn.ai/sol/address/8zMvRgVHf4Ajr17gKjZSRAnGshvKSdKSypuYdabdBun5,882,,,,,,,
BCtAomBAtRjGYCxELZx22tewcCjrFMsBnZyeBcQKEeDx,23.84%,"$1,515.86","$11,791.06",41.57%,?,['trojan'],5.73,https://gmgn.ai/sol/address/BCtAomBAtRjGYCxELZx22tewcCjrFMsBnZyeBcQKEeDx,302,0,0,29,18,3,0,0
52qBud6vgd5Cc1asuCGJsfwvEWPrGbSYjx7W7t5pg5e4,-4.57%,$-342.16,$-341.26,61.11%,?,[],0.00,https://gmgn.ai/sol/address/52qBud6vgd5Cc1asuCGJsfwvEWPrGbSYjx7W7t5pg5e4,42,2,6,11,1,0,0,0
CW3Gx29BXfZUL5XLiCxo2HBs5zKU8HTiV7ZqMpgMW12Y,5.02%,"$16,061.39","$16,061.39",35.63%,?,['trojan'],2.04,https://gmgn.ai/sol/address/CW3Gx29BXfZUL5XLiCxo2HBs5zKU8HTiV7ZqMpgMW12Y,2360,52,139,69,38,1,0,0
BFyETHxMZqZ8mT8xmxs5R6yajLFhuDo5x7jo6r4brFjf,33.64%,"$4,664.13","$13,309.67",42.25%,?,['gmgn'],42.28,https://gmgn.ai/sol/address/BFyETHxMZqZ8mT8xmxs5R6yajLFhuDo5x7jo6r4brFjf,154,0,0,28,10,4,2,6
FoCNeqGuEDSNcxmS9KvuzpfYLXbhk1aSYHt4Lir6fUH7,4.51%,"$3,310.71","$3,310.71",40.00%,?,['photon'],25.07,https://gmgn.ai/sol/address/FoCNeqGuEDSNcxmS9KvuzpfYLXbhk1aSYHt4Lir6fUH7,399,10,45,18,6,3,0,2
Ar3tJsNfc65GfbN9iWgEs54LuQaYZDYW3XwU6ZBpLsja,2.86%,"$1,735.12","$8,251.03",32.28%,?,"['bullx', 'trojan']",7.50,https://gmgn.ai/sol/address/Ar3tJsNfc65GfbN9iWgEs54LuQaYZDYW3XwU6ZBpLsja,272,35,125,68,14,2,0,1
ActtWDnPQcmBuWsozSmKTjjA4Gw4n1mTPXhD5uTM5K9n,14.07%,"$5,915.76","$5,915.76",39.08%,?,[],13.70,https://gmgn.ai/sol/address/ActtWDnPQcmBuWsozSmKTjjA4Gw4n1mTPXhD5uTM5K9n,107,12,41,26,7,0,0,1
F1x5Yy3qJEuvfLoTL7e3555ZrSnduA2xq5qh7eTfw1xn,5.62%,"$1,616.24","$1,616.24",27.96%,?,['bullx'],6.59,https://gmgn.ai/sol/address/F1x5Yy3qJEuvfLoTL7e3555ZrSnduA2xq5qh7eTfw1xn,470,88,127,40,24,10,0,1
5NYvC6CS11rS1NYJEaoGXYRpt6ECJdbmD3f6Vwk5h7Yb,1.41%,"$-12,272.33","$-11,729.29",50.00%,?,['photon'],7.07,https://gmgn.ai/sol/address/5NYvC6CS11rS1NYJEaoGXYRpt6ECJdbmD3f6Vwk5h7Yb,1446,7,142,131,19,1,0,0
4MhVoHDLpixAYUtc1BaB7bNnYNW9Pt7E1VBLxd42G5rK,12.64%,"$1,073.53","$1,073.53",20.00%,?,[],0.00,https://gmgn.ai/sol/address/4MhVoHDLpixAYUtc1BaB7bNnYNW9Pt7E1VBLxd42G5rK,54,0,4,2,0,0,0,0
49Y2GebvUcg7Jw4oNdbBb62UG19fNvF1nQ9TTc5UCh9n,4.17%,"$18,783.15","$22,321.44",34.53%,?,[],2.37,https://gmgn.ai/sol/address/49Y2GebvUcg7Jw4oNdbBb62UG19fNvF1nQ9TTc5UCh9n,3017,48,164,66,13,4,3,2
Dh2UhvdyqcnxGPuS1LtBCEsrbZinfjpXSnjRxGsrLQ4e,24.59%,"$7,763.31","$7,763.31",47.24%,?,['bullx'],36.78,https://gmgn.ai/sol/address/Dh2UhvdyqcnxGPuS1LtBCEsrbZinfjpXSnjRxGsrLQ4e,342,16,95,81,16,3,0,2
HKcsAKGpxnFxz7DGkNYP4X7M34kqj6sSwQoygh4djC98,5.65%,"$22,988.28","$32,359.44",51.34%,?,['trojan'],2.50,https://gmgn.ai/sol/address/HKcsAKGpxnFxz7DGkNYP4X7M34kqj6sSwQoygh4djC98,1700,28,118,120,28,4,0,2
5i8Ed4SDzvSDxL4YouhmWzwU8fEh2H77CxZvuEkZQDV2,7.64%,"$53,831.58","$272,159.38",39.81%,?,[],69.24,https://gmgn.ai/sol/address/5i8Ed4SDzvSDxL4YouhmWzwU8fEh2H77CxZvuEkZQDV2,3047,0,0,0,0,2,1,47
FCYKC6rZ5jocN8pkiBdLURy1ME4ujrwwe4CnyekknTDu,2.76%,"$3,203.89","$12,370.85",43.14%,?,[],0.01,https://gmgn.ai/sol/address/FCYKC6rZ5jocN8pkiBdLURy1ME4ujrwwe4CnyekknTDu,589,35,137,74,35,6,0,1
CXmKK7AHaRmgk7keN47VaTJs4ZmGxu48aXVEnTjqtwKm,-18.94%,"$-36,333.18","$-36,333.18",29.03%,?,['pepeboost'],0.32,https://gmgn.ai/sol/address/CXmKK7AHaRmgk7keN47VaTJs4ZmGxu48aXVEnTjqtwKm,654,33,51,29,11,1,1,0
HjUrUJi7zUCXu6NpXBUujYsoG5TJsXkPUrYJdWMKVtts,20.05%,"$1,394.32","$50,984.06",53.85%,?,['bullx'],1.93,https://gmgn.ai/sol/address/HjUrUJi7zUCXu6NpXBUujYsoG5TJsXkPUrYJdWMKVtts,43,0,0,38,9,1,1,1
7cYP3jWuNVGsRShJZCmbATvJG11nQi9TXqKo4fyfJXnG,6.87%,$641.59,$641.59,53.33%,?,['bullx'],0.22,https://gmgn.ai/sol/address/7cYP3jWuNVGsRShJZCmbATvJG11nQi9TXqKo4fyfJXnG,260,10,20,17,4,1,0,0
8kWh41QSpVsGFaESs4t3xwAFUDT5XWcupMPmYuDyVaB8,12.21%,"$-3,858.49","$14,826.03",19.71%,?,['trojan'],0.02,https://gmgn.ai/sol/address/8kWh41QSpVsGFaESs4t3xwAFUDT5XWcupMPmYuDyVaB8,1370,127,83,56,17,11,1,5
26p1bkXaVJFcVniGrjke5P1TKV4Us4PbArUHZb6hrMNV,6.61%,"$17,030.22","$14,580.46",60.00%,?,['trojan'],9.65,https://gmgn.ai/sol/address/26p1bkXaVJFcVniGrjke5P1TKV4Us4PbArUHZb6hrMNV,276,25,13,23,11,0,0,3
2sKMBUhfUUABSYUafVSjwB1KJiDnkSSa3ze7W8tQRWiG,1.59%,"$6,655.29","$-1,734.48",20.55%,?,['photon'],0.09,https://gmgn.ai/sol/address/2sKMBUhfUUABSYUafVSjwB1KJiDnkSSa3ze7W8tQRWiG,326,49,124,50,25,3,1,2
CgJTBoBFZRvySKokDrtm3Un29VWWwZjfRbgsJfhsYxVZ,-12.30%,"$-1,937.39","$-1,937.39",?,?,[],0.05,https://gmgn.ai/sol/address/CgJTBoBFZRvySKokDrtm3Un29VWWwZjfRbgsJfhsYxVZ,353,,,,,,,
5cR5j1oSUPt4F2MDJ7Anm1Z5HZS4vWfDFgmFe521akX1,-1.95%,$-885.53,$-885.53,?,?,[],5.62,https://gmgn.ai/sol/address/5cR5j1oSUPt4F2MDJ7Anm1Z5HZS4vWfDFgmFe521akX1,337,,,,,,,
DaNtiyFCdAySBZcJ61dtSv1jJ3WPcL9cdYJ5TgPQSgLM,46.99%,"$21,966.74","$20,898.96",52.38%,?,[],35.12,https://gmgn.ai/sol/address/DaNtiyFCdAySBZcJ61dtSv1jJ3WPcL9cdYJ5TgPQSgLM,77,11,17,13,9,1,0,1
4EFhGMWYhAJVnwUEdsLrbN42jpDKDA5rNjxJZpA5Ak95,10.42%,"$7,364.67","$7,364.67",?,?,[],29.00,https://gmgn.ai/sol/address/4EFhGMWYhAJVnwUEdsLrbN42jpDKDA5rNjxJZpA5Ak95,418,,,,,,,
GGhppSvivwNbwqktM8icW6NrvSZRuFCTz5pJNzR59FSt,17.66%,"$8,997.78","$22,869.66",37.50%,?,[],23.81,https://gmgn.ai/sol/address/GGhppSvivwNbwqktM8icW6NrvSZRuFCTz5pJNzR59FSt,105,0,0,7,27,10,0,6
EmJirznnAk4WtfD3ULUwEVMhjXbHYbP19Gs2YMB2P5ei,4.35%,"$16,942.25","$26,781.04",45.92%,?,[],5.31,https://gmgn.ai/sol/address/EmJirznnAk4WtfD3ULUwEVMhjXbHYbP19Gs2YMB2P5ei,1027,32,129,109,26,4,0,0
FSdXMZ2oKhDzAQyfSar9jUs1AZnTNvoLwTjJCTEf7eqa,10.10%,"$19,199.17","$19,199.17",36.36%,?,[],0.43,https://gmgn.ai/sol/address/FSdXMZ2oKhDzAQyfSar9jUs1AZnTNvoLwTjJCTEf7eqa,240,19,26,20,8,4,0,1
3Zf8kEaF57vadWT9DnHh316AyZXWRJUuoyD8fLqiZKKK,5.49%,"$16,152.24","$16,152.24",?,?,[],0.00,https://gmgn.ai/sol/address/3Zf8kEaF57vadWT9DnHh316AyZXWRJUuoyD8fLqiZKKK,1434,,,,,,,
78cSQ9o2kYyAUUMM3qVvYQgsDu9pgXiDM9aQSLi2nhd6,7.78%,$390.28,$390.28,?,?,[],0.01,https://gmgn.ai/sol/address/78cSQ9o2kYyAUUMM3qVvYQgsDu9pgXiDM9aQSLi2nhd6,755,,,,,,,
27cws2XctZut1ZK4xbvYzPn6xc9bqeDZN2eEYsLCXbFb,-9.10%,"$-26,421.73","$-41,415.82",50.00%,?,[],0.03,https://gmgn.ai/sol/address/27cws2XctZut1ZK4xbvYzPn6xc9bqeDZN2eEYsLCXbFb,883,81,33,26,9,3,0,0
DCzrYA1um3rg8SXDeGg6yFVm32X6bve5L1TsZ7ym4K8f,2.20%,"$3,653.39","$19,615.89",37.41%,?,['bullx'],3.94,https://gmgn.ai/sol/address/DCzrYA1um3rg8SXDeGg6yFVm32X6bve5L1TsZ7ym4K8f,802,0,0,7,31,9,1,2
Hg9EumvqcA78FzASkWJn3Bni656UfycywW7MeiLHLYuk,9.60%,"$22,422.46","$50,599.86",43.54%,?,['trojan'],4.70,https://gmgn.ai/sol/address/Hg9EumvqcA78FzASkWJn3Bni656UfycywW7MeiLHLYuk,581,26,146,98,26,3,1,0
FKF5tvExpjqufpmB6vHtRNTc4VLvdXoUgifLCzZ8wawW,2.93%,$540.63,$540.63,?,?,[],0.97,https://gmgn.ai/sol/address/FKF5tvExpjqufpmB6vHtRNTc4VLvdXoUgifLCzZ8wawW,134,,,,,,,
2ZWF2FfQFYKNdCz3i2coDFBbfRFuLFKkVMd7aFwpGKn8,8.88%,"$2,118.85","$2,118.85",?,?,[],1.00,https://gmgn.ai/sol/address/2ZWF2FfQFYKNdCz3i2coDFBbfRFuLFKkVMd7aFwpGKn8,200,,,,,,,
2Pm4gSsDzJwYeEuDtKgE8vEfW1Uhg1kq7FNz7GsE18F7,-2.33%,"$-1,927.14",$884.04,34.23%,?,"['pump_smart', 'trojan']",0.33,https://gmgn.ai/sol/address/2Pm4gSsDzJwYeEuDtKgE8vEfW1Uhg1kq7FNz7GsE18F7,562,0,0,28,18,1,2,1
59nVw1Kmnj8NW2PYuzLk9b8maE67irhPCGLQiBG67w9w,9.47%,"$12,657.99","$16,809.44",?,?,[],17.08,https://gmgn.ai/sol/address/59nVw1Kmnj8NW2PYuzLk9b8maE67irhPCGLQiBG67w9w,737,,,,,,,
GcwYYRh44hzVtFHoKRMnBkc7WexkWi4R4sm6MMUNLtBy,1.94%,$-906.55,$-137.56,23.21%,?,[],2.71,https://gmgn.ai/sol/address/GcwYYRh44hzVtFHoKRMnBkc7WexkWi4R4sm6MMUNLtBy,420,34,75,33,11,1,0,0
BGcMJs9SujXouY58tMuomZNLPM9hXwH41sEe88H6yzDk,-5.00%,"$-15,420.41","$-15,850.25",?,?,[],0.04,https://gmgn.ai/sol/address/BGcMJs9SujXouY58tMuomZNLPM9hXwH41sEe88H6yzDk,559,,,,,,,
H9gLuKYjhFi29aJxNrf15NHATLuh7WcAyB17REscYSw4,6.94%,$-751.01,"$43,243.67",24.14%,?,[],11.95,https://gmgn.ai/sol/address/H9gLuKYjhFi29aJxNrf15NHATLuh7WcAyB17REscYSw4,226,0,0,21,17,8,1,3
BcvXND8eifmhfzJrLh9Xz4vB7UxxjeiZCHc2chrCAkex,1.67%,"$-1,856.29","$178,027.90",42.45%,?,[],22.36,https://gmgn.ai/sol/address/BcvXND8eifmhfzJrLh9Xz4vB7UxxjeiZCHc2chrCAkex,2252,0,0,50,0,0,0,0
BTbupv9H6hSsBEtfSji9FL5jkKhUk9Cs9N8pvtFkzPRC,-3.20%,"$2,093.49","$1,241.79",23.05%,?,[],8.99,https://gmgn.ai/sol/address/BTbupv9H6hSsBEtfSji9FL5jkKhUk9Cs9N8pvtFkzPRC,347,64,157,52,13,5,0,3
8df2PzwwTYjXt5v98bHb6tF2LMvsmLJV4fLbNnDHKpbV,35.95%,"$4,901.24","$125,584.23",11.22%,?,[],34.60,https://gmgn.ai/sol/address/8df2PzwwTYjXt5v98bHb6tF2LMvsmLJV4fLbNnDHKpbV,1215,0,0,0,1,1,1,47
CN4AG1iqQeLaZrQB2qsfJaAQgUBHeSXUK6UvC31n77UJ,1.70%,"$96,704.63","$118,233.69",45.00%,?,[],10.34,https://gmgn.ai/sol/address/CN4AG1iqQeLaZrQB2qsfJaAQgUBHeSXUK6UvC31n77UJ,17945,5,159,136,0,0,0,0
BTb7DvLjEaWGA6MnDGZKWszC1ZeUQ6gTQ9dxtSyZh3hg,76.26%,"$2,900.50","$2,900.50",0.00%,?,[],102.87,https://gmgn.ai/sol/address/BTb7DvLjEaWGA6MnDGZKWszC1ZeUQ6gTQ9dxtSyZh3hg,307,2,0,0,2,0,0,0
4DaNvXKfkfFmo8ZY4xSZ3kdX54Hzz2AG3AnxNh7Wu9yH,24.56%,"$6,358.96","$6,358.96",16.33%,?,[],0.26,https://gmgn.ai/sol/address/4DaNvXKfkfFmo8ZY4xSZ3kdX54Hzz2AG3AnxNh7Wu9yH,519,0,9,17,12,6,1,5
EeZDLghjJmEwXP3LQb5yL3okBfQ5R6NJpVYfXA2pR1NF,18.03%,"$26,292.86","$29,537.32",43.48%,?,['photon'],28.01,https://gmgn.ai/sol/address/EeZDLghjJmEwXP3LQb5yL3okBfQ5R6NJpVYfXA2pR1NF,211,54,126,73,34,8,2,3
2fgUSSpZFi8PjyhbrETSeLutJpFsuCfWsk2H6gb3Reye,257.10%,"$102,835.40","$343,613.72",100.00%,?,[],396.36,https://gmgn.ai/sol/address/2fgUSSpZFi8PjyhbrETSeLutJpFsuCfWsk2H6gb3Reye,35,12,7,11,7,2,2,9
3ru9syqHXZcP1dH34EwNFjx3rkF5btNob5Pvoc6bZtF3,28.13%,"$8,552.31","$8,552.31",46.15%,?,['bullx'],0.00,https://gmgn.ai/sol/address/3ru9syqHXZcP1dH34EwNFjx3rkF5btNob5Pvoc6bZtF3,196,8,5,6,5,1,0,0
F5BBhok8xqKb7AHeFBeJCd7iVBhJEqUbmHeBdNKHadUG,0.99%,"$3,516.04","$20,857.20",28.77%,?,['trojan'],0.01,https://gmgn.ai/sol/address/F5BBhok8xqKb7AHeFBeJCd7iVBhJEqUbmHeBdNKHadUG,406,,,,,,,
GiMVg7gLuveGnEksQpCqcYDbydAEF527nknw1DUhjpP8,38.03%,"$61,645.45","$58,083.05",8.54%,?,[],16.51,https://gmgn.ai/sol/address/GiMVg7gLuveGnEksQpCqcYDbydAEF527nknw1DUhjpP8,1284,155,121,14,4,5,0,1
EzxmY5juADjqdMJTrzrJXjZ5bNHF6YhemfA1bfSefkti,11.67%,"$24,040.28","$35,412.64",18.97%,?,['photon'],0.50,https://gmgn.ai/sol/address/EzxmY5juADjqdMJTrzrJXjZ5bNHF6YhemfA1bfSefkti,1365,115,117,53,5,3,1,6
Q42WkFZPRTjizbKJcRw9sM7PqxcAEydgvoMPxTmo4tA,8.99%,"$-1,887.11","$3,448.75",?,?,[],1.06,https://gmgn.ai/sol/address/Q42WkFZPRTjizbKJcRw9sM7PqxcAEydgvoMPxTmo4tA,549,,,,,,,
CgAjzWTRtnRJWJKvBeELj6SzikJb2Xzx72Fu27AR2G6m,5.55%,"$1,815.77","$22,028.36",23.78%,?,[],18.34,https://gmgn.ai/sol/address/CgAjzWTRtnRJWJKvBeELj6SzikJb2Xzx72Fu27AR2G6m,788,0,0,21,24,3,1,1
FfSbmTuzwqCGHuo3YgcrWKiEpMVLMHJjz8Ptq9UNrvu8,10.69%,"$2,834.47","$2,834.47",?,?,[],0.57,https://gmgn.ai/sol/address/FfSbmTuzwqCGHuo3YgcrWKiEpMVLMHJjz8Ptq9UNrvu8,420,,,,,,,
55z6YxHCfJvP3CHBkVrJbbezRrBKYMB3oG8pi2qn19Bb,-1.09%,"$-27,361.38","$-27,361.38",?,?,[],0.06,https://gmgn.ai/sol/address/55z6YxHCfJvP3CHBkVrJbbezRrBKYMB3oG8pi2qn19Bb,1416,,,,,,,
8gTd2RUabJ6oHZMCfVVuwPupUnCiYNCiG7t4GaAyWeBz,-1.05%,"$-8,781.44","$-3,321.51",?,?,[],0.00,https://gmgn.ai/sol/address/8gTd2RUabJ6oHZMCfVVuwPupUnCiYNCiG7t4GaAyWeBz,203,,,,,,,
DaFJTRfTdECnDLLj47JKT7C6nzzRq8Vjwi7XbJhHZD8z,25.78%,"$75,662.22","$191,801.70",43.81%,?,"['photon', 'bullx']",490.91,https://gmgn.ai/sol/address/DaFJTRfTdECnDLLj47JKT7C6nzzRq8Vjwi7XbJhHZD8z,651,0,0,11,19,10,1,9
3kXhcEUW8fEeASzJwanqQwpScS2vF7fkZYzNUNh4t1rC,56.45%,"$-710,960.95","$317,353.94",4.42%,?,['photon'],625.25,https://gmgn.ai/sol/address/3kXhcEUW8fEeASzJwanqQwpScS2vF7fkZYzNUNh4t1rC,297,0,0,0,2,4,2,41
8jazqEos4JEzPMxR5TrcW2fzLb2V1rUxAWBL6NVa99kn,-8.22%,"$-5,888.77","$-5,888.77",39.58%,?,['bullx'],0.02,https://gmgn.ai/sol/address/8jazqEos4JEzPMxR5TrcW2fzLb2V1rUxAWBL6NVa99kn,67,6,24,16,3,0,0,0
AQjWS9WQ5hAPnu8YrAcanwY48cGfiDf9qk8zcq1GL8Yp,-14.91%,"$-4,919.59","$-4,919.59",?,?,[],0.07,https://gmgn.ai/sol/address/AQjWS9WQ5hAPnu8YrAcanwY48cGfiDf9qk8zcq1GL8Yp,280,,,,,,,
DBBNM3QrLq1RSr5ZBAA81Nx3TthwhWVYKWaAmQniY3mo,13.71%,"$1,569.25","$1,569.25",?,?,[],8.47,https://gmgn.ai/sol/address/DBBNM3QrLq1RSr5ZBAA81Nx3TthwhWVYKWaAmQniY3mo,203,,,,,,,
24pJk1doYF5rooUHDBWZdJgNN7NQJQLPxRiUEmpo4L3r,5.51%,"$90,236.25","$135,855.20",51.80%,?,['gmgn'],13.95,https://gmgn.ai/sol/address/24pJk1doYF5rooUHDBWZdJgNN7NQJQLPxRiUEmpo4L3r,17276,0,0,0,0,5,6,39
HQ3tMkg83qTbUiFzpyiMCiUtrobRGUjSxhLvd1Etz3yd,1.06%,"$5,616.10","$5,616.10",35.33%,?,"['photon', 'bullx']",43.54,https://gmgn.ai/sol/address/HQ3tMkg83qTbUiFzpyiMCiUtrobRGUjSxhLvd1Etz3yd,2031,77,125,71,18,5,2,2
